,id_caso,id_caso_relacionado,a_o,mes,d_a,c_digo_dane_de_municipio,municipio,departamento,regi_n,modalidad,presunto_responsable,descripci_n_presunto,abandono_o_despojo_forzado,amenaza_o_intimidaci_n,ataque_contra_misi_n_m_dica,confinamiento_o_restricci,desplazamiento_forzado,extorsi_n,lesionados_civiles,pillaje,tortura,total_combatientes,total_civiles,total_de_v_ctimas_del_caso,tipo_de_armas,latitud_longitud,otro_hecho_simult_neo
137,185409,CR002076,2009,1,13,52621,ROBERTO PAYAN,NARIÑO,ANDEN PACIFICO SUR,ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO,GUERRILLA,FARC,0,0,0,0,0,0,8,0,0,0,5,5,ARMA DE FUEGO - ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-78.24566252, 1.697744768]}",
138,185410,,2009,1,29,11001,"BOGOTA, D.C.","BOGOTA, D. C.",AREA METROPOLITANA DE BOGOTA,ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO,GUERRILLA,FARC,0,0,0,0,0,1,12,0,0,0,2,2,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-74.107359, 4.65017303]}",
139,185411,,2009,2,1,76001,CALI,VALLE DEL CAUCA,SUR DEL VALLE,ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,12,0,0,0,2,2,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-76.52156515, 3.414414305]}",
140,185412,,2009,2,12,54206,CONVENCION,NORTE DE SANTANDER,CATATUMBO,ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO,GUERRILLA,ELN,0,0,0,0,0,0,15,0,0,3,6,9,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-73.33720845, 8.470368933]}",
141,185413,CR018304,2009,3,28,5045,APARTADO,ANTIOQUIA,URABA,ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,15,0,0,0,0,0,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-76.62596065, 7.883417406]}",
142,185414,CR000025,2009,5,9,52678,SAMANIEGO,NARIÑO,OCCIDENTE DE NARIÑO,ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO,GUERRILLA,ELN,0,0,0,0,0,0,0,0,0,0,0,0,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-77.59445713, 1.335351879]}",
143,185415,CR035022,2010,3,24,76109,BUENAVENTURA,VALLE DEL CAUCA,ANDEN PACIFICO SUR,ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO,GUERRILLA,FARC,0,0,0,0,0,0,50,0,0,2,7,9,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-77.0117402, 3.875802437]}",
144,185416,CR017103,2010,5,2,19318,GUAPI,CAUCA,ANDEN PACIFICO SUR,ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,8,0,0,0,1,1,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-77.88803347, 2.572918366]}",
145,185417,CR018222,2010,6,11,5045,APARTADO,ANTIOQUIA,URABA,ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO,GUERRILLA,FARC,0,0,0,0,0,0,12,0,0,0,1,1,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-76.62596065, 7.883417406]}",
146,185418,CR005096,2010,8,12,11001,"BOGOTA, D.C.","BOGOTA, D. C.",AREA METROPOLITANA DE BOGOTA,ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO,GUERRILLA,FARC,0,0,0,0,0,0,47,0,0,0,0,0,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-74.107359, 4.65017303]}",
147,185419,CR018445,2011,3,18,54670,SAN CALIXTO,NORTE DE SANTANDER,CATATUMBO,ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO,GUERRILLA,FARC,0,0,0,0,1,0,1,0,0,0,3,3,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-73.20605269, 8.40015189]}",
148,185420,,2011,6,13,52696,SANTA BARBARA,NARIÑO,ANDEN PACIFICO SUR,ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO,GUERRILLA,FARC,0,0,0,0,0,0,10,0,0,0,1,1,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-77.97908278, 2.449548194]}",
149,185421,,2011,6,18,19001,POPAYAN,CAUCA,MACIZO COLOMBIANO,ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO,GUERRILLA,ELN,0,0,0,0,0,0,5,0,0,0,1,1,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-76.57406468, 2.482503391]}",
150,185422,CR002067,2011,7,9,19821,TORIBIO,CAUCA,NORTE DEL CAUCA,ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO,GUERRILLA,FARC,0,0,0,0,0,0,99,0,0,1,3,4,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-76.27112721, 2.951450409]}",
151,185423,CR005154,2011,10,2,76275,FLORIDA,VALLE DEL CAUCA,SUR DEL VALLE,ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,0,0,0,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-76.23450174, 3.323918106]}",
152,185424,CR048476,2011,12,5,44430,MAICAO,LA GUAJIRA,ALTA GUAJIRA,ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO,GUERRILLA,FARC,0,0,0,0,0,0,11,0,0,0,3,3,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-72.24190502, 11.37832678]}",
153,185425,CR005121,2012,1,13,54810,TIBU,NORTE DE SANTANDER,CATATUMBO,ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO,GUERRILLA,FARC,0,0,0,0,0,0,2,0,0,0,3,3,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-72.57585052, 8.468711125]}",
154,185426,CR005122,2012,1,13,52835,SAN ANDRES DE TUMACO,NARIÑO,ANDEN PACIFICO SUR,ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO,GUERRILLA,FARC,0,0,0,0,0,0,2,0,0,0,0,0,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-78.76385415, 1.80711725]}",
155,185427,CR005166,2012,2,1,52835,SAN ANDRES DE TUMACO,NARIÑO,ANDEN PACIFICO SUR,ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO,GUERRILLA,FARC,0,0,0,0,0,0,64,0,0,1,8,9,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-78.76385415, 1.80711725]}",
156,185428,CR011002,2012,2,2,19845,VILLA RICA,CAUCA,NORTE DEL CAUCA,ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO,GUERRILLA,FARC,0,0,0,0,0,0,28,0,0,1,5,6,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-76.45787266, 3.177577927]}",
157,185429,CR005173,2012,2,10,19212,CORINTO,CAUCA,NORTE DEL CAUCA,ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO,GUERRILLA,FARC,0,0,0,0,0,0,5,0,0,0,0,0,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-76.26131419, 3.173815457]}",
158,185430,CR047946,2012,2,27,54250,EL TARRA,NORTE DE SANTANDER,CATATUMBO,ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO,GUERRILLA,FARC,0,0,0,0,0,0,6,0,0,0,0,0,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-73.09484592, 8.576771365]}",
159,185431,CR005136,2012,3,23,19364,JAMBALO,CAUCA,NORTE DEL CAUCA,ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO,GUERRILLA,FARC,0,0,0,0,0,0,2,0,0,0,0,0,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-76.32387818, 2.777837347]}",
160,185432,CR018646,2012,4,21,73001,IBAGUE,TOLIMA,NORTE DEL TOLIMA,ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO,GUERRILLA,FARC,0,0,0,0,0,0,9,0,0,0,0,0,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-75.19371478, 4.439608991]}",
161,185433,CR013026,2012,4,28,52678,SAMANIEGO,NARIÑO,OCCIDENTE DE NARIÑO,ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO,GUERRILLA,NO IDENTIFICADA,0,0,0,0,0,0,15,0,0,0,1,1,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-77.59445713, 1.335351879]}",
162,185434,CR005170,2012,6,5,52250,EL CHARCO,NARIÑO,ANDEN PACIFICO SUR,ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO,GUERRILLA,FARC,0,0,0,0,0,0,14,0,0,0,0,0,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-78.109849, 2.477550593]}",
163,185437,CR005167,2012,8,26,50711,VISTAHERMOSA,META,ARIARI GUAYABERO,ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO,GUERRILLA,FARC,0,0,0,0,0,0,4,0,0,0,6,6,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-73.79453841, 3.218280369]}",
164,185438,,2012,10,31,76563,PRADERA,VALLE DEL CAUCA,SUR DEL VALLE,ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO,GUERRILLA,FARC,0,0,0,0,0,0,35,0,0,0,2,2,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-76.24182023, 3.419827409]}",
165,185439,CR005172,2012,11,4,19075,BALBOA,CAUCA,PATIA,ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,0,0,0,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-77.21589814, 2.040478768]}",
166,185440,,2013,3,11,19807,TIMBIO,CAUCA,MACIZO COLOMBIANO,ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,12,0,0,0,0,0,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-76.68423879, 2.349976425]}",
167,185441,,2013,3,14,19050,ARGELIA,CAUCA,PATIA,ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO,GUERRILLA,FARC,0,0,0,0,0,0,11,0,0,0,0,0,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-77.24945028, 2.256754909]}",
168,185442,CR005113,2013,11,29,52835,SAN ANDRES DE TUMACO,NARIÑO,ANDEN PACIFICO SUR,ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO,GUERRILLA,FARC,0,0,0,0,0,0,4,0,0,0,0,0,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-78.76385415, 1.80711725]}",
169,185443,CR048444,2014,6,7,5001,MEDELLIN,ANTIOQUIA,VALLE DE ABURRA,ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,0,0,0,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-75.58171333, 6.246715564]}",
170,185444,,2014,7,30,19455,MIRANDA,CAUCA,NORTE DEL CAUCA,ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO,GUERRILLA,FARC,0,0,0,0,0,0,4,0,0,0,1,1,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-76.22886987, 3.253095405]}",
171,185445,CR018761,2015,5,27,52250,EL CHARCO,NARIÑO,ANDEN PACIFICO SUR,ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,0,0,0,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-78.109849, 2.477550593]}",
172,185446,,2015,6,14,76109,BUENAVENTURA,VALLE DEL CAUCA,ANDEN PACIFICO SUR,ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,14,0,0,0,0,0,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-77.0117402, 3.875802437]}",1 CAPTURADO
173,185447,,2015,6,16,52079,BARBACOAS,NARIÑO,ANDEN PACIFICO SUR,ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,7,0,0,0,0,0,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-78.13989493, 1.670345194]}",
174,185448,CR018738,2015,6,26,86568,PUERTO ASIS,PUTUMAYO,BAJO PUTUMAYO,ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO,GUERRILLA,FARC,0,0,0,0,0,0,1,0,0,0,0,0,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-76.49727285, 0.5050467219]}",
175,185449,CR018741,2015,7,9,5040,ANORI,ANTIOQUIA,NORDESTE ANTIOQUEÑO,ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,0,0,0,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-75.14834842, 7.074707669]}",
176,185450,CR018765,2015,7,11,86001,MOCOA,PUTUMAYO,MEDIO PUTUMAYO,ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO,GUERRILLA,FARC,0,0,0,0,0,0,2,0,0,0,0,0,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-76.65027142, 1.152296118]}",
177,185451,CR018743,2015,7,11,19809,TIMBIQUI,CAUCA,ANDEN PACIFICO SUR,ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,0,0,0,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-77.66756524, 2.777413702]}",
178,185452,CR018744,2015,7,13,76275,FLORIDA,VALLE DEL CAUCA,SUR DEL VALLE,ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,0,0,0,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-76.23450174, 3.323918106]}",
179,185453,CR018769,2015,7,19,52835,SAN ANDRES DE TUMACO,NARIÑO,ANDEN PACIFICO SUR,ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,0,0,0,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-78.76385415, 1.80711725]}",
180,185454,CR018754,2015,9,13,81300,FORTUL,ARAUCA,SARARE,ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO,GUERRILLA,NO IDENTIFICADA,0,0,0,0,0,0,4,0,0,0,0,0,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-71.7685578, 6.797075753]}",
181,185455,CR047869,2015,11,5,19397,LA VEGA,CAUCA,MACIZO COLOMBIANO,ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,0,0,0,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-76.7788973, 2.001109223]}",
182,185456,CR037210,1965,2,5,54001,CUCUTA,NORTE DE SANTANDER,AREA METROPOLITANA DE CUCUTA,ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO,GUERRILLA,ELN,0,0,0,0,0,0,0,0,0,0,0,0,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-72.5082562, 7.905306295]}",
183,185457,CR037208,1965,2,10,19001,POPAYAN,CAUCA,MACIZO COLOMBIANO,ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,1,0,0,0,0,0,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-76.57406468, 2.482503391]}",
184,185458,CR037209,1965,2,10,11001,"BOGOTA, D.C.","BOGOTA, D. C.",AREA METROPOLITANA DE BOGOTA,ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,0,0,0,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-74.107359, 4.65017303]}",
185,185459,CR040165,2003,8,8,81736,SARAVENA,ARAUCA,SARARE,ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO,GUERRILLA,FARC,0,0,0,0,0,0,5,0,0,0,5,5,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-71.87233343, 6.95385957]}",
186,185466,,1965,3,20,11001,"BOGOTA, D.C.","BOGOTA, D. C.",AREA METROPOLITANA DE BOGOTA,ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,2,0,0,0,0,0,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-74.107359, 4.65017303]}",
187,185467,CR037222,1965,6,19,11001,"BOGOTA, D.C.","BOGOTA, D. C.",AREA METROPOLITANA DE BOGOTA,ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO,BANDOLERISMO,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,0,0,0,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-74.107359, 4.65017303]}",
188,185468,CR041164,1965,7,27,11001,"BOGOTA, D.C.","BOGOTA, D. C.",AREA METROPOLITANA DE BOGOTA,ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO,GUERRILLA,ELN,0,0,0,0,0,0,0,0,0,0,1,1,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-74.107359, 4.65017303]}",
189,195048,CR2017195048,2001,8,9,54313,GRAMALOTE,NORTE DE SANTANDER,PROVINCIA DE RICAURTE,ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO,GUERRILLA,ELN,0,0,0,0,0,0,4,1,0,0,2,2,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-72.78683006, 7.916581824]}",
190,200005,,2009,4,16,5120,CACERES,ANTIOQUIA,BAJO CAUCA ANTIOQUEÑO,ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,5,0,0,0,0,0,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-75.35235749, 7.578315451]}",
191,200991,CR2017200991,2012,6,19,41020,ALGECIRAS,HUILA,CENTRO DEL HUILA,ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO,GUERRILLA,FARC,0,0,0,0,0,1,0,0,0,0,0,0,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-75.31537288, 2.522447597]}",
192,20575,CR021260,2003,4,24,5541,PENOL,ANTIOQUIA,ORIENTE ANTIOQUEÑO,ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,0,4,4,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-75.24282171, 6.219450549]}",
193,20713,CR021281,2003,5,8,76001,CALI,VALLE DEL CAUCA,SUR DEL VALLE,ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,0,3,3,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-76.52156515, 3.414414305]}",
194,292047,CR018301,2003,12,23,5790,TARAZA,ANTIOQUIA,BAJO CAUCA ANTIOQUEÑO,ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO,GRUPO ARMADO NO DIRIMIDO,NO APLICA,0,0,0,0,0,0,36,0,0,0,4,4,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-75.47096996, 7.570867761]}",
195,30323,,2012,6,4,52250,EL CHARCO,NARIÑO,ANDEN PACIFICO SUR,ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO,GRUPO ARMADO NO IDENTIFICADO,PRESENCIA GAO SIN ATRIBUCIÓN,0,0,0,0,0,0,25,0,0,0,0,0,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-78.109849, 2.477550593]}",
196,33511,,2013,12,7,19355,INZA,CAUCA,NORTE DEL CAUCA,ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO,GUERRILLA,FARC,0,0,0,0,0,0,70,0,0,6,2,8,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-76.06350272, 2.549182984]}",
197,395535,,1999,5,30,54810,TIBU,NORTE DE SANTANDER,CATATUMBO,DESCONOCIDA,GRUPO PARAMILITAR,NO IDENTIFICADO,1,1,0,0,1,0,0,0,0,0,1,1,ND,"{'type': 'Point', 'coordinates': [-72.89972106, 8.998278492]}",
198,396266,CR2017189655,1992,11,7,5079,BARBOSA,ANTIOQUIA,VALLE DE ABURRA,ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO,GUERRILLA,COORDINADORA GUERRILLERA SIMÓN BOLÍVAR,0,0,0,0,0,0,7,0,0,0,1,1,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-75.33164423, 6.439226882]}",
199,419293,CR005134,1982,3,10,11001,"BOGOTA, D.C.","BOGOTA, D. C.",AREA METROPOLITANA DE BOGOTA,ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO,GUERRILLA,M19,0,0,0,0,0,0,2,0,0,0,1,1,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-74.107359, 4.65017303]}",
200,419294,CR005118,1997,1,29,5001,MEDELLIN,ANTIOQUIA,VALLE DE ABURRA,ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO,OTRO ¿CUÁL?,NO APLICA,0,0,0,0,0,0,56,0,0,0,5,5,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-75.58171333, 6.246715564]}",
201,419295,CR005124,1997,2,27,5045,APARTADO,ANTIOQUIA,URABA,ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO,GUERRILLA,FARC,0,0,0,0,0,0,53,0,0,0,10,10,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-76.62596065, 7.883417406]}",
202,419296,,1997,10,14,18592,PUERTO RICO,CAQUETA,CAGUAN,ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO,GUERRILLA,FARC,0,0,0,0,0,0,4,0,0,0,1,1,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-75.15748874, 1.908935073]}",
203,419297,CR005139,2003,5,27,18753,SAN VICENTE DEL CAGUAN,CAQUETA,CAGUAN,ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO,GUERRILLA,FARC,0,0,0,0,0,0,2,0,0,0,1,1,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-74.76734058, 2.119786131]}",
204,419298,CR005165,2003,9,28,18001,FLORENCIA,CAQUETA,FLORENCIA Y AREA DE INFLUENCIA,ATAQUE A OBJETIVO CIVIL CON EFECTO INDISCRIMINADO,GUERRILLA,FARC,0,0,0,0,0,0,48,0,0,2,12,14,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-75.60856043, 1.61792293]}",
205,419299,CR047153,2003,11,1,18001,FLORENCIA,CAQUETA,FLORENCIA Y AREA DE INFLUENCIA,ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO,GUERRILLA,FARC,0,0,0,0,0,0,12,0,0,0,3,3,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-75.60856043, 1.61792293]}",
206,419300,,2011,9,25,19137,CALDONO,CAUCA,NORTE DEL CAUCA,ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,0,0,0,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-76.51863329, 2.785615005]}",
207,419301,CR017054,2012,1,22,54250,EL TARRA,NORTE DE SANTANDER,CATATUMBO,ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,0,0,0,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-73.09484592, 8.576771365]}",
208,419302,CR008089,2012,5,1,19050,ARGELIA,CAUCA,PATIA,ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO,GUERRILLA,FARC,0,0,0,0,0,0,1,0,0,0,0,0,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-77.24945028, 2.256754909]}",
209,419304,CR012043,2012,5,24,52683,SANDONA,NARIÑO,CENTRO DE NARIÑO,ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO,GUERRILLA,FARC,0,0,0,0,0,0,4,0,0,0,0,0,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-77.46956757, 1.28613693]}",
210,419305,,2012,6,18,76109,BUENAVENTURA,VALLE DEL CAUCA,ANDEN PACIFICO SUR,ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO,GUERRILLA,FARC,0,0,0,0,0,0,8,0,0,0,0,0,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-77.0117402, 3.875802437]}",
211,419306,,2012,10,14,81794,TAME,ARAUCA,SARARE,ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,0,2,2,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-71.75861086, 6.449379486]}",
212,419307,CR080122,2014,1,16,5647,SAN ANDRES DE CUERQUIA,ANTIOQUIA,NORTE DE ANTIOQUIA,ATAQUE A OBJETIVO MILITAR CON EFECTO INDISCRIMINADO,GUERRILLA,FARC,0,0,0,0,0,0,1,0,0,0,0,0,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-75.67473253, 6.916808512]}",
