,id_caso,id_caso_relacionado,a_o,mes,d_a,c_digo_dane_de_municipio,municipio,departamento,regi_n,modalidad,presunto_responsable,descripci_n_presunto,abandono_o_despojo_forzado,amenaza_o_intimidaci_n,ataque_contra_misi_n_m_dica,confinamiento_o_restricci,desplazamiento_forzado,extorsi_n,lesionados_civiles,pillaje,tortura,otro_hecho_simult_neo,total_de_v_ctimas_del_caso,tipo_de_armas,latitud_longitud,violencia_basada_en_g_nero
3304,292114,,2004,7,8,50226,CUMARAL,META,PIEDEMONTE LLANERO,RETENCIÓN/EJECUCIÓN,GRUPO PARAMILITAR,NO IDENTIFICADO,0,1,0,0,0,0,0,0,0,,5,ND,"{'type': 'Point', 'coordinates': [-73.4861087817, 4.2695377658]}",
3305,292115,,2004,7,9,5837,TURBO,ANTIOQUIA,URABA,RETENCIÓN/EJECUCIÓN,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,,5,ND,"{'type': 'Point', 'coordinates': [-76.7291584376, 8.089116411]}",
3306,292117,,2004,7,10,5649,SAN CARLOS,ANTIOQUIA,ORIENTE ANTIOQUEÑO,DESCONOCIDA,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,7,ND,"{'type': 'Point', 'coordinates': [-74.9879525625, 6.1879915689]}",
3307,292118,,2004,7,19,5604,REMEDIOS,ANTIOQUIA,NORDESTE ANTIOQUEÑO,RETÉN,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,4,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-74.695944258, 7.0260940527]}",
3308,292119,,2004,7,20,76109,BUENAVENTURA,VALLE DEL CAUCA,ANDEN PACIFICO SUR,RETENCIÓN/EJECUCIÓN,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,1,0,,5,ND,"{'type': 'Point', 'coordinates': [-77.0117402003, 3.8758024367]}",
3309,292120,,2004,7,20,25245,EL COLEGIO,CUNDINAMARCA,SUROCCIDENTE DE CUNDINAMARCA,RUTA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,1,0,0,1,0,0,0,0,,4,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-74.4115507166, 4.5398733289]}",
3310,292121,,2004,7,22,20750,SAN DIEGO,CESAR,SERRANIA DEL PERIJA,FALSO POSITIVO,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,0,0,0,0,0,0,0,0,0,,5,ND,"{'type': 'Point', 'coordinates': [-73.2363029, 10.145404669]}",
3311,292122,,2004,7,24,50001,VILLAVICENCIO,META,PIEDEMONTE LLANERO,PERSECUCIÓN,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,1,0,0,,4,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-73.6270920374, 4.1238614996]}",
3312,292123,,2004,7,31,76736,SEVILLA,VALLE DEL CAUCA,CENTRO DEL VALLE,DESCONOCIDA,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,,4,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-75.9309405816, 4.2670332735]}",
3313,292124,,2004,8,4,95001,SAN JOSE DEL GUAVIARE,GUAVIARE,ARIARI GUAYABERO,DESCONOCIDA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,,4,ND,"{'type': 'Point', 'coordinates': [-72.6389862155, 2.5664283992]}",DISCRIMINACIÓN POR GÉNERO
3314,292125,,2004,8,11,54810,TIBU,NORTE DE SANTANDER,CATATUMBO,ASALTO,GUERRILLA,FARC,0,0,0,0,0,0,3,0,0,,9,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-72.9349490513, 8.552863107]}",
3315,292126,,2004,8,13,85410,TAURAMENA,CASANARE,PIEDEMONTE LLANERO,ASALTO,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,,5,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-72.7472519157, 5.0192052597]}",
3316,292127,,2004,8,19,25754,SOACHA,CUNDINAMARCA,AREA METROPOLITANA DE BOGOTA,RETENCIÓN/EJECUCIÓN,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,,4,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-74.2145275305, 4.5854916582]}",
3317,292128,,2004,8,18,86865,VALLE DEL GUAMUEZ,PUTUMAYO,BAJO PUTUMAYO,RUTA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,3,,10,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-76.905968795, 0.4239040926]}",
3318,292129,CR2017292129,2004,8,24,5854,VALDIVIA,ANTIOQUIA,NORTE DE ANTIOQUIA,ASALTO,GUERRILLA,FARC,0,0,0,0,0,0,1,0,0,,15,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-75.3874207862, 7.2949178968]}",
3319,292130,,2004,8,27,15480,MUZO,BOYACA,ALTIPLANO CUNDIBOYACENSE,RETENCIÓN/EJECUCIÓN,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,,18,ND,"{'type': 'Point', 'coordinates': [-74.1027507754, 5.5324628674]}",
3320,292131,,2004,8,29,19533,PIAMONTE,CAUCA,MACIZO COLOMBIANO,DESCONOCIDA,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,1,0,,5,ND,"{'type': 'Point', 'coordinates': [-76.4377354165, 1.0299902426]}",
3321,292132,,2004,8,30,76364,JAMUNDI,VALLE DEL CAUCA,SUR DEL VALLE,ASALTO,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,3,0,0,,5,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-76.5424587285, 3.2622757602]}",
3322,292133,,2004,8,31,19533,PIAMONTE,CAUCA,MACIZO COLOMBIANO,RUTA,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,,5,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-76.4377354165, 1.0299902426]}",
3323,292134,,2004,9,2,85125,HATO COROZAL,CASANARE,LLANOS ORIENTALES,DESCONOCIDA,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,0,0,0,0,0,0,0,0,0,,8,ND,"{'type': 'Point', 'coordinates': [-71.7649225437, 6.1561724433]}",
3324,292135,,2004,9,3,73226,CUNDAY,TOLIMA,SUMAPAZ,ASALTO,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,4,0,0,,4,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-74.5989968675, 4.0774488144]}",
3325,292136,,2004,9,9,50001,VILLAVICENCIO,META,PIEDEMONTE LLANERO,ASALTO,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,,6,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-73.6270920374, 4.1238614996]}",
3326,292138,,2004,9,9,50001,VILLAVICENCIO,META,PIEDEMONTE LLANERO,DESCONOCIDA,DESCONOCIDO,NO APLICA,0,1,0,0,0,0,0,0,0,,6,ND,"{'type': 'Point', 'coordinates': [-73.6270920374, 4.1238614996]}",
3327,292139,,2004,9,16,95200,MIRAFLORES,GUAVIARE,ARIARI GUAYABERO,ASALTO,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,1,0,0,OCULTAMIENTO DE CADÁVER,4,ARMA CORTO PUNZANTE,"{'type': 'Point', 'coordinates': [-71.9664032753, 1.2117194635]}",
3328,292140,CR047309,2004,9,19,5649,SAN CARLOS,ANTIOQUIA,ORIENTE ANTIOQUEÑO,INTERCEPTACIÓN,GUERRILLA,FARC,0,0,0,0,1,0,17,0,0,,4,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-74.9879525625, 6.1879915689]}",
3329,292141,,2004,9,19,86569,PUERTO CAICEDO,PUTUMAYO,BAJO PUTUMAYO,RETENCIÓN/EJECUCIÓN,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,1,0,0,0,6,,6,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-76.6048323529, 0.6848416558]}",
3330,292142,,2004,9,20,5154,CAUCASIA,ANTIOQUIA,BAJO CAUCA ANTIOQUEÑO,RETENCIÓN/EJECUCIÓN,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,4,,4,ARMA CORTO PUNZANTE,"{'type': 'Point', 'coordinates': [-75.1982903265, 7.9773623332]}",
3331,292143,,2004,9,22,76109,BUENAVENTURA,VALLE DEL CAUCA,ANDEN PACIFICO SUR,DESCONOCIDA,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,,4,ND,"{'type': 'Point', 'coordinates': [-77.0117402003, 3.8758024367]}",
3332,292144,,2004,10,3,76130,CANDELARIA,VALLE DEL CAUCA,SUR DEL VALLE,ASALTO,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,,14,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-76.3464289066, 3.4077664656]}",
3333,292146,,2004,10,8,70204,COLOSO,SUCRE,MONTES DE MARIA,ASALTO,GUERRILLA,FARC,0,0,0,0,0,0,1,0,0,,5,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-75.3532567549, 9.4941928581]}",
3334,292149,,2004,10,9,15681,SAN PABLO DE BORBUR,BOYACA,ALTIPLANO CUNDIBOYACENSE,INTERCEPTACIÓN,GRUPO PARAMILITAR,AUTODEFENSAS CAMPESINAS DEL MAGDALENA MEDIO,0,1,0,0,1,0,0,1,0,,5,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-74.1250639042, 5.663199387]}",
3335,292151,,2004,10,23,47189,CIENAGA,MAGDALENA,SIERRA NEVADA DE SANTA MARTA,ASALTO,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,,4,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-74.2412861592, 11.0066568813]}",
3336,292153,,2004,11,8,44855,URUMITA,LA GUAJIRA,SERRANIA DEL PERIJA,INTERCEPTACIÓN,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,,9,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-73.0125067869, 10.5601686422]}",
3337,292154,,2004,11,10,76100,BOLIVAR,VALLE DEL CAUCA,CENTRO DEL VALLE,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,,5,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-76.1835738617, 4.3378422042]}",
3338,292155,,2004,11,11,86568,PUERTO ASIS,PUTUMAYO,BAJO PUTUMAYO,REUNIÓN PÚBLICA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,1,0,0,0,15,,15,ARMA CORTO PUNZANTE - ARMA DE FUEGO - MOTOSIERRA,"{'type': 'Point', 'coordinates': [-76.4972728472, 0.5050467219]}",
3339,292156,,2004,11,13,5088,BELLO,ANTIOQUIA,VALLE DE ABURRA,DESCONOCIDA,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,1,,4,ND,"{'type': 'Point', 'coordinates': [-75.554665073, 6.3340688364]}",
3340,292157,,2004,11,15,5649,SAN CARLOS,ANTIOQUIA,ORIENTE ANTIOQUEÑO,ASALTO,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,1,0,7,0,0,,5,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-74.9879525625, 6.1879915689]}",
3341,292158,,2004,11,24,27205,CONDOTO,CHOCO,VALLE DE SAN JUAN,ASALTO,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,,4,ND,"{'type': 'Point', 'coordinates': [-76.650682657, 5.0910032081]}",
3342,292159,,2004,11,30,18479,MORELIA,CAQUETA,FLORENCIA Y AREA DE INFLUENCIA,DESCONOCIDA,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,0,0,0,0,0,0,0,0,0,,4,ND,"{'type': 'Point', 'coordinates': [-75.724581403, 1.4876233688]}",
3343,292160,,2004,12,5,20011,AGUACHICA,CESAR,MAGDALENA MEDIO,ASALTO,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,,4,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-73.599028585, 8.3103369584]}",
3344,292161,,2004,12,9,5361,ITUANGO,ANTIOQUIA,NORTE DE ANTIOQUIA,RETENCIÓN/EJECUCIÓN,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,,4,ND,"{'type': 'Point', 'coordinates': [-75.6157386474, 7.3197703837]}",
3345,292162,,2004,12,12,52835,SAN ANDRES DE TUMACO,NARIÑO,ANDEN PACIFICO SUR,RUTA,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,1,0,0,0,1,,5,ARMA CORTO PUNZANTE - ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-78.7638541478, 1.8071172501]}",
3346,292163,,2004,12,15,52835,SAN ANDRES DE TUMACO,NARIÑO,ANDEN PACIFICO SUR,ATAQUE INDISCRIMINADO,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,,4,ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-78.5193241442, 1.3913381123]}",
3347,292164,,2004,12,16,15681,SAN PABLO DE BORBUR,BOYACA,ALTIPLANO CUNDIBOYACENSE,DESCONOCIDA,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,1,0,,5,ARMA DE FUEGO - ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-74.0699644758, 5.6506763959]}",
3348,292165,CR014140,2004,12,24,54245,EL CARMEN,NORTE DE SANTANDER,CATATUMBO,RUTA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,1,0,,6,ND,"{'type': 'Point', 'coordinates': [-73.4466871194, 8.510578756]}",
3349,292166,,2004,12,25,54245,EL CARMEN,NORTE DE SANTANDER,CATATUMBO,REUNIÓN PÚBLICA,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,2,1,1,,6,ARMA DE FUEGO - OBJETO CONTUNDENTE,"{'type': 'Point', 'coordinates': [-73.4466871194, 8.510578756]}",
3350,292167,,2004,12,31,81794,TAME,ARAUCA,SARARE,ASALTO,GUERRILLA,FARC,1,1,0,0,1,0,0,0,0,,17,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-71.6148668086, 6.229076994]}",
3351,292168,,2005,1,2,85139,MANI,CASANARE,LLANOS ORIENTALES,ASALTO,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,,4,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-72.2813984509, 4.81682686]}",
3352,292171,,2005,1,5,19318,GUAPI,CAUCA,ANDEN PACIFICO SUR,ASALTO,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,1,0,0,0,1,0,0,0,0,,4,ND,"{'type': 'Point', 'coordinates': [-77.8880334723, 2.5729183657]}",
3353,292172,,2005,1,7,20001,VALLEDUPAR,CESAR,SIERRA NEVADA DE SANTA MARTA,DESCONOCIDA,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,,4,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-73.259389309, 10.4604812152]}",
3354,292173,,2005,1,10,44090,DIBULLA,LA GUAJIRA,SIERRA NEVADA DE SANTA MARTA,ASALTO,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,7,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-73.5588664749, 11.2441460791]}",
3355,292174,,2005,1,12,44001,RIOHACHA,LA GUAJIRA,SIERRA NEVADA DE SANTA MARTA,DESCONOCIDA,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,,4,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-72.911488911, 11.5287513839]}",
3356,292175,,2005,1,14,44001,RIOHACHA,LA GUAJIRA,SIERRA NEVADA DE SANTA MARTA,RETENCIÓN/EJECUCIÓN,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,1,0,0,0,0,,7,ND,"{'type': 'Point', 'coordinates': [-72.911488911, 11.5287513839]}",
3357,292176,,2005,1,19,85125,HATO COROZAL,CASANARE,LLANOS ORIENTALES,DESCONOCIDA,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,0,0,0,0,0,0,0,0,0,,6,ND,"{'type': 'Point', 'coordinates': [-71.7649225437, 6.1561724433]}",
3358,292177,,2005,1,22,52835,SAN ANDRES DE TUMACO,NARIÑO,ANDEN PACIFICO SUR,DESCONOCIDA,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,,5,ND,"{'type': 'Point', 'coordinates': [-78.7638541478, 1.8071172501]}",
3359,292178,,2005,1,25,20517,PAILITAS,CESAR,SUR DE CESAR,DESCONOCIDA,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,,7,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-73.6258166827, 8.9560332056]}",
3360,292179,,2005,1,27,86757,SAN MIGUEL,PUTUMAYO,BAJO PUTUMAYO,DESCONOCIDA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,,6,ND,"{'type': 'Point', 'coordinates': [-76.9124101937, 0.3432722044]}",
3361,292180,,2005,1,28,5086,BELMIRA,ANTIOQUIA,NORTE DE ANTIOQUIA,DESCONOCIDA,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,0,0,0,0,0,0,0,0,0,,4,ND,"{'type': 'Point', 'coordinates': [-75.6125074885, 6.7097982758]}",
3362,292181,,2005,1,29,5649,SAN CARLOS,ANTIOQUIA,ORIENTE ANTIOQUEÑO,ASALTO,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,3,0,0,,7,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-74.9879525625, 6.1879915689]}",
3363,292182,,2005,2,1,86865,VALLE DEL GUAMUEZ,PUTUMAYO,BAJO PUTUMAYO,ASALTO,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,5,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-76.905968795, 0.4239040926]}",
3364,292183,CR021371,2005,2,7,19212,CORINTO,CAUCA,NORTE DEL CAUCA,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,,4,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-76.2613141858, 3.1738154571]}",
3365,292184,,2005,2,21,95200,MIRAFLORES,GUAVIARE,ARIARI GUAYABERO,FALSO POSITIVO,GRUPO ARMADO NO DIRIMIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,5,ND,"{'type': 'Point', 'coordinates': [-71.9664032753, 1.2117194635]}",
3366,292186,,2005,3,11,68081,BARRANCABERMEJA,SANTANDER,MAGDALENA MEDIO,RETENCIÓN/EJECUCIÓN,GRUPO PARAMILITAR,BLOQUE CENTRAL BOLÍVAR,0,1,0,0,0,0,0,1,0,ESTIGMATIZACIÓN/SEÑALAMIENTO,4,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-73.849131011, 7.165216335]}",
3367,292187,,2005,3,11,68081,BARRANCABERMEJA,SANTANDER,MAGDALENA MEDIO,DESCONOCIDA,GRUPO PARAMILITAR,BLOQUE CENTRAL BOLÍVAR,0,0,0,0,0,0,0,0,0,,4,ND,"{'type': 'Point', 'coordinates': [-73.8499569753, 7.064963864]}",
3368,292188,,2005,3,17,44650,SAN JUAN DEL CESAR,LA GUAJIRA,SIERRA NEVADA DE SANTA MARTA,RUTA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,,8,ND,"{'type': 'Point', 'coordinates': [-73.0005932132, 10.7695786836]}",
3369,292190,,2005,4,0,27425,MEDIO ATRATO,CHOCO,ATRATO,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,,5,ND,"{'type': 'Point', 'coordinates': [-76.7824142234, 5.9948354712]}",
3370,292191,,2005,4,11,18001,FLORENCIA,CAQUETA,FLORENCIA Y AREA DE INFLUENCIA,DESCONOCIDA,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,0,0,0,0,0,0,0,0,0,,4,ND,"{'type': 'Point', 'coordinates': [-75.6085604324, 1.6179229304]}",
3371,292193,,2005,4,17,54001,CUCUTA,NORTE DE SANTANDER,AREA METROPOLITANA DE CUCUTA,DESCONOCIDA,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,0,0,0,0,0,0,0,0,0,,5,ND,"{'type': 'Point', 'coordinates': [-72.5082561962, 7.9053062946]}",
3372,292194,,2005,4,17,5667,SAN RAFAEL,ANTIOQUIA,ORIENTE ANTIOQUEÑO,RETENCIÓN/EJECUCIÓN,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,1,3,,4,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-75.0279838158, 6.2937548758]}",
3373,292195,,2005,4,18,76109,BUENAVENTURA,VALLE DEL CAUCA,ANDEN PACIFICO SUR,ENGAÑO,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,1,0,0,0,12,OCULTAMIENTO DE CADÁVER,12,ARMA CORTO PUNZANTE - ARMA DE FUEGO - USO DE QUEMICOS Y TIXICOS,"{'type': 'Point', 'coordinates': [-77.0117402003, 3.8758024367]}",
3374,292196,,2005,4,23,19532,PATIA,CAUCA,PATIA,ASALTO,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,1,0,0,,4,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-76.980978593, 2.1156702266]}",
3375,292198,CR039101,2005,5,5,52786,TAMINANGO,NARIÑO,NORTE DE NARIÑO,DESCONOCIDA,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,,5,MATERIAL INCENDIARIO,"{'type': 'Point', 'coordinates': [-77.280221597, 1.5700477668]}",
3376,292199,,2005,5,8,44001,RIOHACHA,LA GUAJIRA,SIERRA NEVADA DE SANTA MARTA,ASALTO,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,,4,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-72.8217194153, 11.2286102179]}",
3377,292200,,2005,5,12,76895,ZARZAL,VALLE DEL CAUCA,NORTE DEL VALLE,RETENCIÓN/EJECUCIÓN,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,0,0,0,0,0,0,0,0,0,,5,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-76.0708493543, 4.392621473]}",
3378,292201,,2005,5,15,5736,SEGOVIA,ANTIOQUIA,NORDESTE ANTIOQUEÑO,RETENCIÓN/EJECUCIÓN,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,,5,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-74.7015910715, 7.0796396792]}",
3379,292202,,2005,5,20,76890,YOTOCO,VALLE DEL CAUCA,CENTRO DEL VALLE,ASALTO,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,,4,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-76.3824744527, 3.8612145842]}",
3380,292203,,2005,5,20,17541,PENSILVANIA,CALDAS,EJE CAFETERO,RETENCIÓN/EJECUCIÓN,GRUPO PARAMILITAR,AUTODEFENSAS CAMPESINAS DEL MAGDALENA MEDIO,0,0,0,0,1,0,1,0,0,,4,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-75.0805062216, 5.3405803149]}",
3381,292205,,2005,5,25,85162,MONTERREY,CASANARE,PIEDEMONTE LLANERO,FALSO POSITIVO,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,0,0,0,0,0,0,0,0,0,,5,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-72.9239806039, 4.9228451787]}",
3382,292207,,2005,5,26,47001,SANTA MARTA,MAGDALENA,SIERRA NEVADA DE SANTA MARTA,RUTA,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,1,0,2,0,0,,4,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-74.1908941206, 11.2294335041]}",
3383,292208,,2005,6,0,86320,ORITO,PUTUMAYO,BAJO PUTUMAYO,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,,24,ND,"{'type': 'Point', 'coordinates': [-76.8730276879, 0.6638168985]}",
3384,292209,,2005,6,19,23466,MONTELIBANO,CORDOBA,ALTO SINU Y SAN JORGE,DESCONOCIDA,GRUPO PARAMILITAR,NO IDENTIFICADO,0,1,0,0,0,0,0,0,0,,5,ND,"{'type': 'Point', 'coordinates': [-75.4168181275, 7.9737772443]}",
3385,292210,,2005,6,20,5480,MUTATA,ANTIOQUIA,URABA,RETENCIÓN/EJECUCIÓN,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,2,0,0,,4,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-76.4358754017, 7.2428750572]}",
3386,292211,,2005,6,20,5837,TURBO,ANTIOQUIA,URABA,RETENCIÓN/EJECUCIÓN,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,,4,ND,"{'type': 'Point', 'coordinates': [-76.7524698111, 8.2358167747]}",
3387,292212,CR030115,2005,6,26,13670,SAN PABLO,BOLIVAR,MAGDALENA MEDIO,RETENCIÓN/EJECUCIÓN,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,,5,ARMA DE FUEGO - ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-74.0716753694, 7.4830621285]}",
3388,292213,,2005,7,3,47555,PLATO,MAGDALENA,CIENAGA GRANDE DE SANTA MARTA,RETENCIÓN/EJECUCIÓN,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,1,,4,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-74.7846828554, 9.7967698684]}",
3389,292216,,2005,7,10,41132,CAMPOALEGRE,HUILA,NORTE DEL HUILA,ASALTO,GUERRILLA,FARC,0,0,0,0,0,0,6,0,0,,4,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-75.3257354624, 2.6868274008]}",
