,relcase_tax,year,mes,d_a,latitud_longitud,c_digo_dane_de_municipio,municipio,departamento,regi_n,g1_tax,dg1_tax,g2_tax,dg2_tax,g3_tax,dg3_tax,victims_tax,guerrattack_tax,parattack_tax,clash_tax,govattack_tax,posdattack_tax,latitud_longitud_dict,latitude,longitude,date,event,dataset
147,CR007105,2000,9,1,"{'type': 'Point', 'coordinates': [-76.68423879, 2.349976425]}",19807,TIMBIO,CAUCA,MACIZO COLOMBIANO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-76.68423879, 2.349976425]}",2.349976425,-76.68423879,2000-9-1,147,AP
148,CR007108,2000,7,12,"{'type': 'Point', 'coordinates': [-74.80281318, 3.376977129]}",41206,COLOMBIA,HUILA,NORTE DEL HUILA,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,GUERRILLA,FARC,,,5.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-74.80281318, 3.376977129]}",3.376977129,-74.80281318,2000-7-12,148,AP
149,CR007113,1994,7,17,"{'type': 'Point', 'coordinates': [-71.9928596, 5.727729878]}",85263,PORE,CASANARE,LLANOS ORIENTALES,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,1.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-71.9928596, 5.727729878]}",5.727729878,-71.9928596,1994-7-17,149,AP
150,CR007116,1995,11,29,"{'type': 'Point', 'coordinates': [-72.79809049, 5.754242228]}",15464,MONGUA,BOYACA,ALTIPLANO CUNDIBOYACENSE,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-72.79809049, 5.754242228]}",5.754242228,-72.79809049,1995-11-29,150,AP
151,CR007118,1996,1,22,"{'type': 'Point', 'coordinates': [-74.89684475, 3.539036003]}",73236,DOLORES,TOLIMA,SUR DEL TOLIMA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,4.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-74.89684475, 3.539036003]}",3.539036003,-74.89684475,1996-1-22,151,AP
152,CR007120,1993,10,28,"{'type': 'Point', 'coordinates': [-75.08252428, 6.912304726]}",5031,AMALFI,ANTIOQUIA,NORDESTE ANTIOQUEÑO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,ELN,,,7.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-75.08252428, 6.912304726]}",6.912304726,-75.08252428,1993-10-28,152,AP
153,CR007121,1994,7,19,"{'type': 'Point', 'coordinates': [-74.30545993, 4.309854412]}",25535,PASCA,CUNDINAMARCA,SUMAPAZ,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,3.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-74.30545993, 4.309854412]}",4.309854412,-74.30545993,1994-7-19,153,AP
154,CR007122,1993,1,25,"{'type': 'Point', 'coordinates': [-72.78101116, 5.909821031]}",15790,TASCO,BOYACA,ALTIPLANO CUNDIBOYACENSE,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,COORDINADORA GUERRILLERA SIMÓN BOLÍVAR,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-72.78101116, 5.909821031]}",5.909821031,-72.78101116,1993-1-25,154,AP
155,CR007125,1995,12,3,"{'type': 'Point', 'coordinates': [-75.31269631, 9.545351624]}",70230,CHALAN,SUCRE,MONTES DE MARIA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-75.31269631, 9.545351624]}",9.545351624,-75.31269631,1995-12-3,155,AP
156,CR007138,2002,4,15,"{'type': 'Point', 'coordinates': [-76.97053174, 1.601339314]}",52378,LA CRUZ,NARIÑO,NORTE DE NARIÑO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-76.97053174, 1.601339314]}",1.601339314,-76.97053174,2002-4-15,156,AP
157,CR007140,2002,7,11,"{'type': 'Point', 'coordinates': [-76.27112721, 2.951450409]}",19821,TORIBIO,CAUCA,NORTE DEL CAUCA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,GUERRILLA,FARC,1.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-76.27112721, 2.951450409]}",2.951450409,-76.27112721,2002-7-11,157,AP
158,CR007143,1998,7,17,"{'type': 'Point', 'coordinates': [-76.4173078, 3.233294127]}",19573,PUERTO TEJADA,CAUCA,NORTE DEL CAUCA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-76.4173078, 3.233294127]}",3.233294127,-76.4173078,1998-7-17,158,AP
159,CR007154,2011,5,20,"{'type': 'Point', 'coordinates': [-76.48444786, 2.798130826]}",19137,CALDONO,CAUCA,NORTE DEL CAUCA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-76.48444786, 2.798130826]}",2.798130826,-76.48444786,2011-5-20,159,AP
160,CR007155,1999,5,21,"{'type': 'Point', 'coordinates': [-72.85098176, 8.113765068]}",54720,SARDINATA,NORTE DE SANTANDER,CATATUMBO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,ELN,,,1.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-72.85098176, 8.113765068]}",8.113765068,-72.85098176,1999-5-21,160,AP
161,CR007158,1998,8,21,"{'type': 'Point', 'coordinates': [-76.27186854, 3.6120629]}",76248,EL CERRITO,VALLE DEL CAUCA,SUR DEL VALLE,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,"DISIDENCIA M19 ""JAIME BATEMAN CAYÓN""",,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-76.27186854, 3.6120629]}",3.6120629,-76.27186854,1998-8-21,161,AP
162,CR007161,2000,10,22,"{'type': 'Point', 'coordinates': [-71.75861086, 6.449379486]}",81794,TAME,ARAUCA,SARARE,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-71.75861086, 6.449379486]}",6.449379486,-71.75861086,2000-10-22,162,AP
163,CR007165,2001,2,23,"{'type': 'Point', 'coordinates': [-75.48090671, 3.912976052]}",73675,SAN ANTONIO,TOLIMA,SUR DEL TOLIMA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,GUERRILLA,FARC,2.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-75.48090671, 3.912976052]}",3.912976052,-75.48090671,2001-2-23,163,AP
164,CR007205,2000,1,11,"{'type': 'Point', 'coordinates': [-77.50421065, 0.8851251748]}",52573,PUERRES,NARIÑO,SUR DE NARIÑO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,4.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-77.50421065, 0.8851251748]}",0.8851251748,-77.50421065,2000-1-11,164,AP
165,CR008010,1999,7,23,"{'type': 'Point', 'coordinates': [-75.83031805, 4.334609695]}",76122,CAICEDONIA,VALLE DEL CAUCA,CENTRO DEL VALLE,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,1.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-75.83031805, 4.334609695]}",4.334609695,-75.83031805,1999-7-23,165,AP
166,CR008013,1999,12,2,"{'type': 'Point', 'coordinates': [-76.96631204, 1.837416404]}",19100,BOLIVAR,CAUCA,PATIA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,ELN,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-76.96631204, 1.837416404]}",1.837416404,-76.96631204,1999-12-2,166,AP
167,CR008026,2000,1,11,"{'type': 'Point', 'coordinates': [-77.57279178, 0.8063404168]}",52560,POTOSI,NARIÑO,SUR DE NARIÑO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,1.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-77.57279178, 0.8063404168]}",0.8063404168,-77.57279178,2000-1-11,167,AP
168,CR008032,2000,1,31,"{'type': 'Point', 'coordinates': [-76.69344711, 2.959701537]}",19780,SUAREZ,CAUCA,NORTE DEL CAUCA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,1.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-76.69344711, 2.959701537]}",2.959701537,-76.69344711,2000-1-31,168,AP
169,CR008059,2000,6,16,"{'type': 'Point', 'coordinates': [-75.97196451, 2.641366768]}",19517,PAEZ,CAUCA,NORTE DEL CAUCA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-75.97196451, 2.641366768]}",2.641366768,-75.97196451,2000-6-16,169,AP
170,CR008080,2000,8,29,"{'type': 'Point', 'coordinates': [-76.29858255, 3.532349153]}",76520,PALMIRA,VALLE DEL CAUCA,SUR DEL VALLE,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,"DISIDENCIA M19 ""JAIME BATEMAN CAYÓN""",,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-76.29858255, 3.532349153]}",3.532349153,-76.29858255,2000-8-29,170,AP
171,CR008288,1999,5,19,"{'type': 'Point', 'coordinates': [-76.37957042, 2.611815645]}",19743,SILVIA,CAUCA,NORTE DEL CAUCA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,2.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-76.37957042, 2.611815645]}",2.611815645,-76.37957042,1999-5-19,171,AP
172,CR008295,1998,5,20,"{'type': 'Point', 'coordinates': [-74.7418023, 4.802811459]}",25086,BELTRAN,CUNDINAMARCA,ALTIPLANO CUNDIBOYACENSE,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,1.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-74.7418023, 4.802811459]}",4.802811459,-74.7418023,1998-5-20,172,AP
173,CR008296,2002,8,12,"{'type': 'Point', 'coordinates': [-77.52132596, 1.494547405]}",52418,LOS ANDES,NARIÑO,PATIA,AGENTE DEL ESTADO,POLICÍA NACIONAL,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,GUERRILLA,FARC,1.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-77.52132596, 1.494547405]}",1.494547405,-77.52132596,2002-8-12,173,AP
174,CR008309,2002,3,16,"{'type': 'Point', 'coordinates': [-74.92917085, 4.717966593]}",73861,VENADILLO,TOLIMA,NORTE DEL TOLIMA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-74.92917085, 4.717966593]}",4.717966593,-74.92917085,2002-3-16,174,AP
175,CR009075,1999,3,16,"{'type': 'Point', 'coordinates': [-72.78101116, 5.909821031]}",15790,TASCO,BOYACA,ALTIPLANO CUNDIBOYACENSE,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-72.78101116, 5.909821031]}",5.909821031,-72.78101116,1999-3-16,175,AP
176,CR009077,1997,2,6,"{'type': 'Point', 'coordinates': [-72.11068776, 7.000092875]}",15223,CUBARA,BOYACA,ALTIPLANO CUNDIBOYACENSE,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,ELN,,,10.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-72.11068776, 7.000092875]}",7.000092875,-72.11068776,1997-2-6,176,AP
177,CR011018,2005,4,13,"{'type': 'Point', 'coordinates': [-77.67702224, 1.221985919]}",52699,SANTACRUZ,NARIÑO,OCCIDENTE DE NARIÑO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC/ELN,,,2.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-77.67702224, 1.221985919]}",1.221985919,-77.67702224,2005-4-13,177,AP
178,CR011023,2001,10,19,"{'type': 'Point', 'coordinates': [-75.07474109, 4.496132932]}",73001,IBAGUE,TOLIMA,NORTE DEL TOLIMA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,6.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-75.07474109, 4.496132932]}",4.496132932,-75.07474109,2001-10-19,178,AP
179,CR011026,2013,1,23,"{'type': 'Point', 'coordinates': [-77.24945028, 2.256754909]}",19050,ARGELIA,CAUCA,PATIA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,ELN,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-77.24945028, 2.256754909]}",2.256754909,-77.24945028,2013-1-23,179,AP
180,CR011032,2012,12,31,"{'type': 'Point', 'coordinates': [-77.24945028, 2.256754909]}",19050,ARGELIA,CAUCA,PATIA,AGENTE DEL ESTADO,EJÉRCITO NACIONAL - POLICÍA NACIONAL,GUERRILLA,FARC,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-77.24945028, 2.256754909]}",2.256754909,-77.24945028,2012-12-31,180,AP
181,CR011041,2013,3,2,"{'type': 'Point', 'coordinates': [-76.53997536, 5.7442659]}",27001,QUIBDO,CHOCO,ATRATO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-76.53997536, 5.7442659]}",5.7442659,-76.53997536,2013-3-2,181,AP
182,CR012021,2012,3,3,"{'type': 'Point', 'coordinates': [-77.66756524, 2.777413702]}",19809,TIMBIQUI,CAUCA,ANDEN PACIFICO SUR,AGENTE DEL ESTADO,EJÉRCITO NACIONAL - POLICÍA NACIONAL,GUERRILLA,FARC,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-77.66756524, 2.777413702]}",2.777413702,-77.66756524,2012-3-3,182,AP
183,CR012152,2000,6,26,"{'type': 'Point', 'coordinates': [-75.31537288, 2.522447597]}",41020,ALGECIRAS,HUILA,CENTRO DEL HUILA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,2.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-75.31537288, 2.522447597]}",2.522447597,-75.31537288,2000-6-26,183,AP
184,CR014022,2003,7,11,"{'type': 'Point', 'coordinates': [-77.59445713, 1.335351879]}",52678,SAMANIEGO,NARIÑO,OCCIDENTE DE NARIÑO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,ELN,,,4.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-77.59445713, 1.335351879]}",1.335351879,-77.59445713,2003-7-11,184,AP
185,CR014024,2005,6,14,"{'type': 'Point', 'coordinates': [-77.59445713, 1.335351879]}",52678,SAMANIEGO,NARIÑO,OCCIDENTE DE NARIÑO,AGENTE DEL ESTADO,EJÉRCITO NACIONAL - POLICÍA NACIONAL,GUERRILLA,FARC,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-77.59445713, 1.335351879]}",1.335351879,-77.59445713,2005-6-14,185,AP
186,CR014135,2014,4,30,"{'type': 'Point', 'coordinates': [-73.20605269, 8.40015189]}",54670,SAN CALIXTO,NORTE DE SANTANDER,CATATUMBO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,NO IDENTIFICADA,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-73.20605269, 8.40015189]}",8.40015189,-73.20605269,2014-4-30,186,AP
187,CR014146,2001,9,29,"{'type': 'Point', 'coordinates': [-75.43640776, 1.479172635]}",18410,LA MONTAÑITA,CAQUETA,FLORENCIA Y AREA DE INFLUENCIA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,GUERRILLA,FARC,,,0.0,0,0,0,0,0,"{'type': 'Point', 'coordinates': [-75.43640776, 1.479172635]}",1.479172635,-75.43640776,2001-9-29,187,AP
188,CR016014,2002,6,10,"{'type': 'Point', 'coordinates': [-77.57279178, 0.8063404168]}",52560,POTOSI,NARIÑO,SUR DE NARIÑO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-77.57279178, 0.8063404168]}",0.8063404168,-77.57279178,2002-6-10,188,AP
189,CR016029,1999,6,1,"{'type': 'Point', 'coordinates': [-72.79809049, 5.754242228]}",15464,MONGUA,BOYACA,ALTIPLANO CUNDIBOYACENSE,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,ELN,,,1.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-72.79809049, 5.754242228]}",5.754242228,-72.79809049,1999-6-1,189,AP
190,CR016500,1989,12,15,"{'type': 'Point', 'coordinates': [-75.67473253, 6.916808512]}",5647,SAN ANDRES DE CUERQUIA,ANTIOQUIA,NORTE DE ANTIOQUIA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC/EPL,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-75.67473253, 6.916808512]}",6.916808512,-75.67473253,1989-12-15,190,AP
191,CR018129,2006,3,4,"{'type': 'Point', 'coordinates': [-75.25940253, 5.284330464]}",17446,MARULANDA,CALDAS,EJE CAFETERO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,4.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-75.25940253, 5.284330464]}",5.284330464,-75.25940253,2006-3-4,191,AP
192,CR018313,1991,12,30,"{'type': 'Point', 'coordinates': [-72.47189235, 6.187082996]}",15183,CHITA,BOYACA,ALTIPLANO CUNDIBOYACENSE,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,4.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-72.47189235, 6.187082996]}",6.187082996,-72.47189235,1991-12-30,192,AP
193,CR018315,1992,9,29,"{'type': 'Point', 'coordinates': [-78.109849, 2.477550593]}",52250,EL CHARCO,NARIÑO,ANDEN PACIFICO SUR,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,2.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-78.109849, 2.477550593]}",2.477550593,-78.109849,1992-9-29,193,AP
194,CR018320,1994,8,5,"{'type': 'Point', 'coordinates': [-76.52850592, 2.641987578]}",19548,PIENDAMO - TUNIA,CAUCA,NORTE DEL CAUCA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,4.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-76.52850592, 2.641987578]}",2.641987578,-76.52850592,1994-8-5,194,AP
195,CR018321,1995,3,5,"{'type': 'Point', 'coordinates': [-75.76467317, 7.17162903]}",5361,ITUANGO,ANTIOQUIA,NORTE DE ANTIOQUIA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,18.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-75.76467317, 7.17162903]}",7.17162903,-75.76467317,1995-3-5,195,AP
196,CR018328,1997,8,1,"{'type': 'Point', 'coordinates': [-75.70658353, 1.194583032]}",18860,VALPARAISO,CAQUETA,FLORENCIA Y AREA DE INFLUENCIA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,1.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-75.70658353, 1.194583032]}",1.194583032,-75.70658353,1997-8-1,196,AP
197,CR018329,1997,8,20,"{'type': 'Point', 'coordinates': [-74.48418723, 3.98461914]}",25120,CABRERA,CUNDINAMARCA,SUMAPAZ,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,3.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-74.48418723, 3.98461914]}",3.98461914,-74.48418723,1997-8-20,197,AP
198,CR018330,1997,11,17,"{'type': 'Point', 'coordinates': [-76.40244251, 2.510229193]}",19824,TOTORO,CAUCA,NORTE DEL CAUCA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,4.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-76.40244251, 2.510229193]}",2.510229193,-76.40244251,1997-11-17,198,AP
199,CR018331,1997,12,11,"{'type': 'Point', 'coordinates': [-72.85632201, 6.876563452]}",68318,GUACA,SANTANDER,PROVINCIA DE GARCIA ROVIRA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,NO IDENTIFICADA,,,3.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-72.85632201, 6.876563452]}",6.876563452,-72.85632201,1997-12-11,199,AP
200,CR018333,1998,3,25,"{'type': 'Point', 'coordinates': [-73.37374343, 3.269732439]}",50577,PUERTO LLERAS,META,ARIARI GUAYABERO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,6.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-73.37374343, 3.269732439]}",3.269732439,-73.37374343,1998-3-25,200,AP
201,CR018335,1998,4,13,"{'type': 'Point', 'coordinates': [-70.20428555, 6.303912752]}",81220,CRAVO NORTE,ARAUCA,LLANOS ORIENTALES,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC/ELN,,,2.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-70.20428555, 6.303912752]}",6.303912752,-70.20428555,1998-4-13,201,AP
202,CR018336,1998,5,9,"{'type': 'Point', 'coordinates': [-75.70206971, 5.423680913]}",17614,RIOSUCIO,CALDAS,EJE CAFETERO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,2.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-75.70206971, 5.423680913]}",5.423680913,-75.70206971,1998-5-9,202,AP
203,CR018338,1998,8,3,"{'type': 'Point', 'coordinates': [-75.88286047, 5.297059061]}",66456,MISTRATO,RISARALDA,EJE CAFETERO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,15.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-75.88286047, 5.297059061]}",5.297059061,-75.88286047,1998-8-3,203,AP
204,CR018339,1998,9,24,"{'type': 'Point', 'coordinates': [-76.26297665, 7.00032194]}",5234,DABEIBA,ANTIOQUIA,OCCIDENTE ANTIOQUEÑO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,2.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-76.26297665, 7.00032194]}",7.00032194,-76.26297665,1998-9-24,204,AP
205,CR018340,1998,11,1,"{'type': 'Point', 'coordinates': [-70.23475052, 1.251190563]}",97001,MITU,VAUPES,AMAZONIA SUR-ORIENTAL,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,46.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-70.23475052, 1.251190563]}",1.251190563,-70.23475052,1998-11-1,205,AP
206,CR018341,1998,11,1,"{'type': 'Point', 'coordinates': [-75.64396147, 3.197661469]}",73555,PLANADAS,TOLIMA,SUR DEL TOLIMA,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,GUERRILLA,FARC,GRUPO PARAMILITAR,NO IDENTIFICADO,31.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-75.64396147, 3.197661469]}",3.197661469,-75.64396147,1998-11-1,206,AP
207,CR018343,1999,1,5,"{'type': 'Point', 'coordinates': [-73.58901062, 10.4150616]}",20570,PUEBLO BELLO,CESAR,SIERRA NEVADA DE SANTA MARTA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,3.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-73.58901062, 10.4150616]}",10.4150616,-73.58901062,1999-1-5,207,AP
208,CR018344,1999,4,5,"{'type': 'Point', 'coordinates': [-75.10268697, 5.964079131]}",5652,SAN FRANCISCO,ANTIOQUIA,ORIENTE ANTIOQUEÑO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,GUERRILLA,ELN,7.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-75.10268697, 5.964079131]}",5.964079131,-75.10268697,1999-4-5,208,AP
209,CR018345,1999,4,11,"{'type': 'Point', 'coordinates': [-74.79872695, 6.77344632]}",5858,VEGACHI,ANTIOQUIA,NORDESTE ANTIOQUEÑO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC/ELN,GUERRILLA,ELN,2.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-74.79872695, 6.77344632]}",6.77344632,-74.79872695,1999-4-11,209,AP
210,CR018348,1999,6,9,"{'type': 'Point', 'coordinates': [-72.49700735, 6.483027406]}",15248,EL ESPINO,BOYACA,ALTIPLANO CUNDIBOYACENSE,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,15.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-72.49700735, 6.483027406]}",6.483027406,-72.49700735,1999-6-9,210,AP
211,CR018349,1999,7,10,"{'type': 'Point', 'coordinates': [-73.37374343, 3.269732439]}",50577,PUERTO LLERAS,META,ARIARI GUAYABERO,AGENTE DEL ESTADO,EJÉRCITO NACIONAL - POLICÍA NACIONAL,GUERRILLA,FARC,,,43.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-73.37374343, 3.269732439]}",3.269732439,-73.37374343,1999-7-10,211,AP
212,CR018350,1999,7,29,"{'type': 'Point', 'coordinates': [-75.17626132, 5.610774585]}",5483,NARIÑO,ANTIOQUIA,ORIENTE ANTIOQUEÑO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,19.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-75.17626132, 5.610774585]}",5.610774585,-75.17626132,1999-7-29,212,AP
213,CR018352,1999,8,13,"{'type': 'Point', 'coordinates': [-75.12096615, 5.078464508]}",73152,CASABIANCA,TOLIMA,NORTE DEL TOLIMA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,ELN,GUERRILLA,FARC,1.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-75.12096615, 5.078464508]}",5.078464508,-75.12096615,1999-8-13,213,AP
214,CR018356,1999,12,9,"{'type': 'Point', 'coordinates': [-75.91920435, 1.033473748]}",18205,CURILLO,CAQUETA,FLORENCIA Y AREA DE INFLUENCIA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,3.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-75.91920435, 1.033473748]}",1.033473748,-75.91920435,1999-12-9,214,AP
215,CR018357,1999,12,11,"{'type': 'Point', 'coordinates': [-74.993641, 6.042983285]}",5660,SAN LUIS,ANTIOQUIA,ORIENTE ANTIOQUEÑO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,11.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-74.993641, 6.042983285]}",6.042983285,-74.993641,1999-12-11,215,AP
