,relcase_tax,year,mes,d_a,latitud_longitud,c_digo_dane_de_municipio,municipio,departamento,regi_n,g1_tax,dg1_tax,g2_tax,dg2_tax,g3_tax,dg3_tax,victims_tax,guerrattack_tax,parattack_tax,clash_tax,govattack_tax,posdattack_tax,latitud_longitud_dict,latitude,longitude,date,event,dataset
77,CR003084,1992,4,18,"{'type': 'Point', 'coordinates': [-72.44472932, 6.407716232]}",15244,EL COCUY,BOYACA,ALTIPLANO CUNDIBOYACENSE,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,ELN,,,2.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-72.44472932, 6.407716232]}",6.407716232,-72.44472932,1992-4-18,77,AP
78,CR003085,1992,5,21,"{'type': 'Point', 'coordinates': [-76.31329089, 3.220853836]}",19513,PADILLA,CAUCA,NORTE DEL CAUCA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-76.31329089, 3.220853836]}",3.220853836,-76.31329089,1992-5-21,78,AP
79,CR003086,1992,7,2,"{'type': 'Point', 'coordinates': [-73.60014444, 9.361189611]}",20178,CHIRIGUANA,CESAR,SERRANIA DEL PERIJA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,ELN,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-73.60014444, 9.361189611]}",9.361189611,-73.60014444,1992-7-2,79,AP
80,CR003090,1991,8,15,"{'type': 'Point', 'coordinates': [-74.05284001, 7.962854831]}",13688,SANTA ROSA DEL SUR,BOLIVAR,MAGDALENA MEDIO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,COORDINADORA GUERRILLERA SIMÓN BOLÍVAR,,,6.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-74.05284001, 7.962854831]}",7.962854831,-74.05284001,1991-8-15,80,AP
81,CR003091,1992,2,19,"{'type': 'Point', 'coordinates': [-74.84004673, 6.676567272]}",5885,YALI,ANTIOQUIA,NORDESTE ANTIOQUEÑO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,1.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-74.84004673, 6.676567272]}",6.676567272,-74.84004673,1992-2-19,81,AP
82,CR003092,1992,11,12,"{'type': 'Point', 'coordinates': [-76.26806789, 3.724181147]}",76306,GINEBRA,VALLE DEL CAUCA,SUR DEL VALLE,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-76.26806789, 3.724181147]}",3.724181147,-76.26806789,1992-11-12,82,AP
83,CR003094,1992,12,14,"{'type': 'Point', 'coordinates': [-73.28740929, 8.436377338]}",54800,TEORAMA,NORTE DE SANTANDER,CATATUMBO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,3.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-73.28740929, 8.436377338]}",8.436377338,-73.28740929,1992-12-14,83,AP
84,CR003095,1992,12,24,"{'type': 'Point', 'coordinates': [-77.01392439, 1.669426894]}",52693,SAN PABLO,NARIÑO,NORTE DE NARIÑO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,5.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-77.01392439, 1.669426894]}",1.669426894,-77.01392439,1992-12-24,84,AP
85,CR003097,1993,5,26,"{'type': 'Point', 'coordinates': [-76.51863329, 2.785615005]}",19137,CALDONO,CAUCA,NORTE DEL CAUCA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,1.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-76.51863329, 2.785615005]}",2.785615005,-76.51863329,1993-5-26,85,AP
86,CR003098,1993,7,16,"{'type': 'Point', 'coordinates': [-77.59445713, 1.335351879]}",52678,SAMANIEGO,NARIÑO,OCCIDENTE DE NARIÑO,AGENTE DEL ESTADO,OTRO,GUERRILLA,FARC,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-77.59445713, 1.335351879]}",1.335351879,-77.59445713,1993-7-16,86,AP
87,CR003099,1994,1,17,"{'type': 'Point', 'coordinates': [-73.97142307, 5.804666368]}",68271,FLORIAN,SANTANDER,PROVINCIA DE VELEZ,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,2.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-73.97142307, 5.804666368]}",5.804666368,-73.97142307,1994-1-17,87,AP
88,CR003100,1994,2,18,"{'type': 'Point', 'coordinates': [-72.77257191, 7.538987137]}",54223,CUCUTILLA,NORTE DE SANTANDER,CENTRO DE NORTE DE SANTANDER,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,GUERRILLA,ELN,2.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-72.77257191, 7.538987137]}",7.538987137,-72.77257191,1994-2-18,88,AP
89,CR003101,1994,3,7,"{'type': 'Point', 'coordinates': [-72.78101116, 5.909821031]}",15790,TASCO,BOYACA,ALTIPLANO CUNDIBOYACENSE,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,1.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-72.78101116, 5.909821031]}",5.909821031,-72.78101116,1994-3-7,89,AP
90,CR003102,1994,3,20,"{'type': 'Point', 'coordinates': [-75.33511597, 6.885174591]}",5038,ANGOSTURA,ANTIOQUIA,NORTE DE ANTIOQUIA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,5.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-75.33511597, 6.885174591]}",6.885174591,-75.33511597,1994-3-20,90,AP
91,CR003103,1994,5,4,"{'type': 'Point', 'coordinates': [-75.95215756, 6.680808016]}",5306,GIRALDO,ANTIOQUIA,OCCIDENTE ANTIOQUEÑO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-75.95215756, 6.680808016]}",6.680808016,-75.95215756,1994-5-4,91,AP
92,CR003104,1994,5,8,"{'type': 'Point', 'coordinates': [-73.52016136, 4.693578672]}",25293,GACHALA,CUNDINAMARCA,ALTIPLANO CUNDIBOYACENSE,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,2.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-73.52016136, 4.693578672]}",4.693578672,-73.52016136,1994-5-8,92,AP
93,CR003105,1994,6,7,"{'type': 'Point', 'coordinates': [-75.91034556, 7.021017918]}",5543,PEQUE,ANTIOQUIA,OCCIDENTE ANTIOQUEÑO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-75.91034556, 7.021017918]}",7.021017918,-75.91034556,1994-6-7,93,AP
94,CR003106,1994,7,19,"{'type': 'Point', 'coordinates': [-73.96974496, 4.720344522]}",25377,LA CALERA,CUNDINAMARCA,ALTIPLANO CUNDIBOYACENSE,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,2.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-73.96974496, 4.720344522]}",4.720344522,-73.96974496,1994-7-19,94,AP
95,CR003107,1994,8,7,"{'type': 'Point', 'coordinates': [-74.84719837, 1.335134955]}",18150,CARTAGENA DEL CHAIRA,CAQUETA,CAGUAN,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,GUERRILLA,FARC,,,5.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-74.84719837, 1.335134955]}",1.335134955,-74.84719837,1994-8-7,95,AP
96,CR003109,1994,8,19,"{'type': 'Point', 'coordinates': [-74.45234352, 4.348314659]}",25805,TIBACUY,CUNDINAMARCA,SUMAPAZ,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,1.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-74.45234352, 4.348314659]}",4.348314659,-74.45234352,1994-8-19,96,AP
97,CR003110,1995,2,2,"{'type': 'Point', 'coordinates': [-75.91034556, 7.021017918]}",5543,PEQUE,ANTIOQUIA,OCCIDENTE ANTIOQUEÑO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-75.91034556, 7.021017918]}",7.021017918,-75.91034556,1995-2-2,97,AP
98,CR003112,1996,3,6,"{'type': 'Point', 'coordinates': [-77.97908278, 2.449548194]}",52696,SANTA BARBARA,NARIÑO,ANDEN PACIFICO SUR,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-77.97908278, 2.449548194]}",2.449548194,-77.97908278,1996-3-6,98,AP
99,CR003115,1996,5,28,"{'type': 'Point', 'coordinates': [-71.73292506, 5.420887071]}",85325,SAN LUIS DE PALENQUE,CASANARE,LLANOS ORIENTALES,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,GUERRILLA,ELN,3.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-71.73292506, 5.420887071]}",5.420887071,-71.73292506,1996-5-28,99,AP
100,CR003116,1996,7,9,"{'type': 'Point', 'coordinates': [-73.86311388, 4.329825602]}",25594,QUETAME,CUNDINAMARCA,ALTIPLANO CUNDIBOYACENSE,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,2.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-73.86311388, 4.329825602]}",4.329825602,-73.86311388,1996-7-9,100,AP
101,CR003117,1996,7,13,"{'type': 'Point', 'coordinates': [-75.09837303, 4.298023124]}",73678,SAN LUIS,TOLIMA,SUR DEL TOLIMA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-75.09837303, 4.298023124]}",4.298023124,-75.09837303,1996-7-13,101,AP
102,CR003118,1996,8,6,"{'type': 'Point', 'coordinates': [-73.77033863, 3.8806386]}",50318,GUAMAL,META,PIEDEMONTE LLANERO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-73.77033863, 3.8806386]}",3.8806386,-73.77033863,1996-8-6,102,AP
103,CR003120,1996,8,14,"{'type': 'Point', 'coordinates': [-75.97554408, 5.74474718]}",5091,BETANIA,ANTIOQUIA,SUROESTE ANTIOQUEÑO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,ELN,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-75.97554408, 5.74474718]}",5.74474718,-75.97554408,1996-8-14,103,AP
104,CR003121,1996,8,29,"{'type': 'Point', 'coordinates': [-75.91034556, 7.021017918]}",5543,PEQUE,ANTIOQUIA,OCCIDENTE ANTIOQUEÑO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-75.91034556, 7.021017918]}",7.021017918,-75.91034556,1996-8-29,104,AP
105,CR003122,1996,8,30,"{'type': 'Point', 'coordinates': [-76.48537029, 3.016053901]}",19698,SANTANDER DE QUILICHAO,CAUCA,NORTE DEL CAUCA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,3.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-76.48537029, 3.016053901]}",3.016053901,-76.48537029,1996-8-30,105,AP
106,CR003124,1996,8,30,"{'type': 'Point', 'coordinates': [-72.69919959, 6.533179982]}",68147,CAPITANEJO,SANTANDER,PROVINCIA DE GARCIA ROVIRA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,3.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-72.69919959, 6.533179982]}",6.533179982,-72.69919959,1996-8-30,106,AP
107,CR003125,1996,10,20,"{'type': 'Point', 'coordinates': [-72.73897793, 6.50017746]}",15218,COVARACHIA,BOYACA,ALTIPLANO CUNDIBOYACENSE,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-72.73897793, 6.50017746]}",6.50017746,-72.73897793,1996-10-20,107,AP
108,CR003126,1997,1,12,"{'type': 'Point', 'coordinates': [-76.40848704, 3.034070778]}",19142,CALOTO,CAUCA,NORTE DEL CAUCA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,1.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-76.40848704, 3.034070778]}",3.034070778,-76.40848704,1997-1-12,108,AP
109,CR003127,1997,1,13,"{'type': 'Point', 'coordinates': [-74.1079065, 10.40157506]}",47288,FUNDACION,MAGDALENA,SIERRA NEVADA DE SANTA MARTA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,4.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-74.1079065, 10.40157506]}",10.40157506,-74.1079065,1997-1-13,109,AP
110,CR003128,1997,2,7,"{'type': 'Point', 'coordinates': [-73.34014448, 8.416749094]}",54720,SARDINATA,NORTE DE SANTANDER,CATATUMBO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-73.34014448, 8.416749094]}",8.416749094,-73.34014448,1997-2-7,110,AP
111,CR003129,1997,2,9,"{'type': 'Point', 'coordinates': [-76.48444786, 2.798130826]}",19137,CALDONO,CAUCA,NORTE DEL CAUCA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-76.48444786, 2.798130826]}",2.798130826,-76.48444786,1997-2-9,111,AP
112,CR003130,1997,2,14,"{'type': 'Point', 'coordinates': [-75.04942002, 9.159672619]}",70235,GALERAS,SUCRE,MORROSQUILLO Y SABANAS DE SUCRE,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,DISIDENCIA ELN,,,2.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-75.04942002, 9.159672619]}",9.159672619,-75.04942002,1997-2-14,112,AP
113,CR003131,1997,2,26,"{'type': 'Point', 'coordinates': [-72.57777012, 5.562687048]}",15377,LABRANZAGRANDE,BOYACA,ORIENTE DE BOYACA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,2.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-72.57777012, 5.562687048]}",5.562687048,-72.57777012,1997-2-26,113,AP
114,CR003132,1997,3,8,"{'type': 'Point', 'coordinates': [-74.0030419, 4.254678867]}",25339,GUTIERREZ,CUNDINAMARCA,ALTIPLANO CUNDIBOYACENSE,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,1.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-74.0030419, 4.254678867]}",4.254678867,-74.0030419,1997-3-8,114,AP
115,CR003133,1997,3,31,"{'type': 'Point', 'coordinates': [-76.22886987, 3.253095405]}",19455,MIRANDA,CAUCA,NORTE DEL CAUCA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,GUERRILLA,"DISIDENCIA M19 ""JAIME BATEMAN CAYÓN""",0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-76.22886987, 3.253095405]}",3.253095405,-76.22886987,1997-3-31,115,AP
116,CR003134,1997,4,4,"{'type': 'Point', 'coordinates': [-72.87023558, 5.21431175]}",85015,CHAMEZA,CASANARE,PIEDEMONTE LLANERO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,1.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-72.87023558, 5.21431175]}",5.21431175,-72.87023558,1997-4-4,116,AP
117,CR003135,1997,5,9,"{'type': 'Point', 'coordinates': [-74.47817821, 4.088960943]}",25506,VENECIA,CUNDINAMARCA,SUMAPAZ,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,1.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-74.47817821, 4.088960943]}",4.088960943,-74.47817821,1997-5-9,117,AP
118,CR003136,1997,6,30,"{'type': 'Point', 'coordinates': [-73.94731196, 7.954176376]}",13744,SIMITI,BOLIVAR,MAGDALENA MEDIO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,ELN,,,3.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-73.94731196, 7.954176376]}",7.954176376,-73.94731196,1997-6-30,118,AP
119,CR003138,1997,7,10,"{'type': 'Point', 'coordinates': [-75.97196451, 2.641366768]}",19517,PAEZ,CAUCA,NORTE DEL CAUCA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-75.97196451, 2.641366768]}",2.641366768,-75.97196451,1997-7-10,119,AP
120,CR003141,1990,4,9,"{'type': 'Point', 'coordinates': [-73.20605269, 8.40015189]}",54670,SAN CALIXTO,NORTE DE SANTANDER,CATATUMBO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,ELN,,,14.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-73.20605269, 8.40015189]}",8.40015189,-73.20605269,1990-4-9,120,AP
121,CR003142,1991,10,8,"{'type': 'Point', 'coordinates': [-70.41042001, 5.486337615]}",99524,LA PRIMAVERA,VICHADA,ALTILLANURA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,1.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-70.41042001, 5.486337615]}",5.486337615,-70.41042001,1991-10-8,121,AP
122,CR003143,1988,1,30,"{'type': 'Point', 'coordinates': [-73.04874552, 7.740905158]}",54128,CACHIRA,NORTE DE SANTANDER,PROVINCIA DE RICAURTE,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,ELN,,,2.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-73.04874552, 7.740905158]}",7.740905158,-73.04874552,1988-1-30,122,AP
123,CR003146,2006,1,13,"{'type': 'Point', 'coordinates': [-77.58071165, 1.472636197]}",52385,LA LLANADA,NARIÑO,OCCIDENTE DE NARIÑO,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,GUERRILLA,ELN,,,6.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-77.58071165, 1.472636197]}",1.472636197,-77.58071165,2006-1-13,123,AP
124,CR005010,2005,4,14,"{'type': 'Point', 'coordinates': [-76.27112721, 2.951450409]}",19821,TORIBIO,CAUCA,NORTE DEL CAUCA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,3.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-76.27112721, 2.951450409]}",2.951450409,-76.27112721,2005-4-14,124,AP
125,CR005011,2005,7,3,"{'type': 'Point', 'coordinates': [-76.48444786, 2.798130826]}",19137,CALDONO,CAUCA,NORTE DEL CAUCA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-76.48444786, 2.798130826]}",2.798130826,-76.48444786,2005-7-3,125,AP
126,CR007055,1999,8,6,"{'type': 'Point', 'coordinates': [-72.81675984, 6.344093685]}",68502,ONZAGA,SANTANDER,PROVINCIA DE GUANENTA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,GUERRILLA,ELN,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-72.81675984, 6.344093685]}",6.344093685,-72.81675984,1999-8-6,126,AP
127,CR007059,1999,8,24,"{'type': 'Point', 'coordinates': [-76.57088427, 2.623338254]}",19130,CAJIBIO,CAUCA,NORTE DEL CAUCA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-76.57088427, 2.623338254]}",2.623338254,-76.57088427,1999-8-24,127,AP
128,CR007060,1999,8,31,"{'type': 'Point', 'coordinates': [-71.76492254, 6.156172443]}",85125,HATO COROZAL,CASANARE,LLANOS ORIENTALES,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-71.76492254, 6.156172443]}",6.156172443,-71.76492254,1999-8-31,128,AP
129,CR007063,1999,10,15,"{'type': 'Point', 'coordinates': [-76.68423879, 2.349976425]}",19807,TIMBIO,CAUCA,MACIZO COLOMBIANO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-76.68423879, 2.349976425]}",2.349976425,-76.68423879,1999-10-15,129,AP
130,CR007064,1999,11,16,"{'type': 'Point', 'coordinates': [-75.05427025, 3.153198542]}",41078,BARAYA,HUILA,NORTE DEL HUILA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,6.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-75.05427025, 3.153198542]}",3.153198542,-75.05427025,1999-11-16,130,AP
131,CR007065,1999,11,29,"{'type': 'Point', 'coordinates': [-72.74913738, 5.987644906]}",15537,PAZ DE RIO,BOYACA,ALTIPLANO CUNDIBOYACENSE,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-72.74913738, 5.987644906]}",5.987644906,-72.74913738,1999-11-29,131,AP
132,CR007066,1999,11,30,"{'type': 'Point', 'coordinates': [-74.53370501, 4.744809893]}",25596,QUIPILE,CUNDINAMARCA,ALTIPLANO CUNDIBOYACENSE,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-74.53370501, 4.744809893]}",4.744809893,-74.53370501,1999-11-30,132,AP
133,CR007067,1999,12,3,"{'type': 'Point', 'coordinates': [-75.54121989, 2.388235626]}",41306,GIGANTE,HUILA,CENTRO DEL HUILA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,4.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-75.54121989, 2.388235626]}",2.388235626,-75.54121989,1999-12-3,133,AP
134,CR007068,1999,12,8,"{'type': 'Point', 'coordinates': [-73.44668712, 8.510578756]}",54245,EL CARMEN,NORTE DE SANTANDER,CATATUMBO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC/ELN,,,3.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-73.44668712, 8.510578756]}",8.510578756,-73.44668712,1999-12-8,134,AP
135,CR007069,1999,12,9,"{'type': 'Point', 'coordinates': [-75.31537288, 2.522447597]}",41020,ALGECIRAS,HUILA,CENTRO DEL HUILA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,6.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-75.31537288, 2.522447597]}",2.522447597,-75.31537288,1999-12-9,135,AP
136,CR007071,1999,12,12,"{'type': 'Point', 'coordinates': [-77.76275092, 7.103619083]}",27372,JURADO,CHOCO,LITORAL PACIFICO,AGENTE DEL ESTADO,EJÉRCITO NACIONAL - POLICÍA NACIONAL,GUERRILLA,FARC,,,25.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-77.76275092, 7.103619083]}",7.103619083,-77.76275092,1999-12-12,136,AP
137,CR007076,2000,1,11,"{'type': 'Point', 'coordinates': [-77.51789656, 0.8545644175]}",52215,CORDOBA,NARIÑO,SUR DE NARIÑO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-77.51789656, 0.8545644175]}",0.8545644175,-77.51789656,2000-1-11,137,AP
138,CR007083,2000,3,7,"{'type': 'Point', 'coordinates': [-76.98097859, 2.115670227]}",19532,PATIA,CAUCA,PATIA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-76.98097859, 2.115670227]}",2.115670227,-76.98097859,2000-3-7,138,AP
139,CR007084,2000,3,9,"{'type': 'Point', 'coordinates': [-76.48537029, 3.016053901]}",19698,SANTANDER DE QUILICHAO,CAUCA,NORTE DEL CAUCA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-76.48537029, 3.016053901]}",3.016053901,-76.48537029,2000-3-9,139,AP
140,CR007085,2000,3,20,"{'type': 'Point', 'coordinates': [-74.93286382, 3.391731289]}",73024,ALPUJARRA,TOLIMA,SUR DEL TOLIMA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-74.93286382, 3.391731289]}",3.391731289,-74.93286382,2000-3-20,140,AP
141,CR007093,2000,6,26,"{'type': 'Point', 'coordinates': [-75.31537288, 2.522447597]}",41020,ALGECIRAS,HUILA,CENTRO DEL HUILA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,4.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-75.31537288, 2.522447597]}",2.522447597,-75.31537288,2000-6-26,141,AP
142,CR007095,2000,7,7,"{'type': 'Point', 'coordinates': [-76.24182023, 3.419827409]}",76563,PRADERA,VALLE DEL CAUCA,SUR DEL VALLE,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-76.24182023, 3.419827409]}",3.419827409,-76.24182023,2000-7-7,142,AP
143,CR007097,2000,7,21,"{'type': 'Point', 'coordinates': [-74.47170385, 8.297136275]}",13458,MONTECRISTO,BOLIVAR,LA MOJANA,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,GUERRILLA,FARC,,,2.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-74.47170385, 8.297136275]}",8.297136275,-74.47170385,2000-7-21,143,AP
144,CR007098,2000,7,27,"{'type': 'Point', 'coordinates': [-76.4173078, 3.233294127]}",19573,PUERTO TEJADA,CAUCA,NORTE DEL CAUCA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-76.4173078, 3.233294127]}",3.233294127,-76.4173078,2000-7-27,144,AP
145,CR007102,2000,8,29,"{'type': 'Point', 'coordinates': [-76.29858255, 3.532349153]}",76520,PALMIRA,VALLE DEL CAUCA,SUR DEL VALLE,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,3.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-76.29858255, 3.532349153]}",3.532349153,-76.29858255,2000-8-29,145,AP
146,CR007104,2000,9,1,"{'type': 'Point', 'coordinates': [-76.40848704, 3.034070778]}",19142,CALOTO,CAUCA,NORTE DEL CAUCA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-76.40848704, 3.034070778]}",3.034070778,-76.40848704,2000-9-1,146,AP
