,muncode,_prcmean,year,_tempmean
595,5045,26837.646825396823,2013,2989.568650793651
596,5045,18767.470562770563,2014,2990.889021164021
597,5045,20664.731084656083,2015,2994.7829365079365
598,5045,25665.212566137565,2016,2993.9875661375663
599,5045,27601.958994708995,2017,2991.055952380952
600,5045,25443.685185185182,2018,2989.443121693122
601,5045,,2019,2992.4046296296297
602,25599,14143.657407407407,2006,
603,25599,17316.51851851852,2007,2974.891203703704
604,25599,17861.980324074073,2008,2974.2673611111113
605,25599,15058.82986111111,2009,2980.1741898148152
606,25599,16916.13136574074,2010,2979.9739583333335
607,25599,19185.25752314815,2011,2978.196759259259
608,25599,13802.985532407407,2012,2978.9010416666665
609,25599,42089.222222222226,2013,2980.0289351851848
610,25599,44239.73611111112,2014,2981.819444444445
611,25599,31169.197337962964,2015,2982.938078703704
612,25599,48166.24884259259,2016,2993.5665509259256
613,25599,33920.315972222226,2017,2987.0706018518517
614,25599,44030.94097222222,2018,2983.5173611111113
615,25599,,2019,2986.203703703704
616,66045,29608.502857142856,2006,
617,66045,31475.797142857144,2007,2898.0733333333333
618,66045,37488.69238095238,2008,2895.2171428571432
619,66045,27291.67619047619,2009,2902.840952380953
620,66045,39724.17380952381,2010,2904.142857142857
621,66045,40066.80761904762,2011,2900.962857142857
622,66045,27240.724285714285,2012,2902.369523809524
623,66045,35875.47476190476,2013,2903.5866666666666
624,66045,33938.6612987013,2014,2904.491428571429
625,66045,35974.75571428571,2015,2907.9576190476187
626,66045,29255.336190476188,2016,2897.2371428571428
627,66045,38156.13,2017,2905.24
628,66045,40248.03523809524,2018,2904.1990476190476
629,66045,,2019,2907.0723809523806
630,15047,30148.526923076923,2006,
631,15047,25735.750452488686,2007,2838.854449472097
632,15047,27397.732051282048,2008,2838.9355203619907
633,15047,25209.04766214178,2009,2840.8196832579183
634,15047,31345.366440422324,2010,2847.083559577677
635,15047,35011.86093514329,2011,2842.7064102564104
636,15047,29750.783257918552,2012,2839.0081447963803
637,15047,42837.32390648567,2013,2841.9628959276015
638,15047,45544.36725627314,2014,2841.6141779788836
639,15047,66511.2338612368,2015,2842.5858974358976
640,15047,53678.68273001508,2016,2836.544947209653
641,15047,53657.124132730016,2017,2844.1800150829563
642,15047,52837.284841628956,2018,2840.5107088989444
643,15047,,2019,2843.362141779789
644,47053,32105.34802504817,2006,
645,47053,34092.91502087347,2007,2901.14161849711
646,47053,31112.23595054592,2008,2897.785163776493
647,47053,27915.01954881182,2009,2904.2909441233137
648,47053,41983.80378933847,2010,2905.8798972382788
649,47053,40203.78552504817,2011,2900.720937700706
650,47053,30602.190390173408,2012,2904.7428147077712
651,47053,24539.154022157996,2013,2906.540061014772
652,47053,21095.234191627256,2014,2907.874879576108
653,47053,24850.036889852283,2015,2912.1679913294797
654,47053,21920.521877007064,2016,2907.9537572254335
655,47053,24974.367614001283,2017,2905.922607578677
656,47053,23063.682442196532,2018,2904.842806679512
657,47053,,2019,2909.6500481695566
658,17050,37330.48898467433,2006,
659,17050,30869.10153256705,2007,2893.241858237548
660,17050,35040.877873563215,2008,2891.366858237548
661,17050,23809.684865900384,2009,2898.0833333333335
662,17050,31959.945881226056,2010,2901.0407088122606
663,17050,35027.860153256705,2011,2897.352490421456
664,17050,23127.514367816093,2012,2897.543103448276
665,17050,27223.89703065134,2013,2899.25
666,17050,28182.0052246604,2014,2899.83908045977
667,17050,25644.282088122607,2015,2903.4760536398467
668,17050,25441.46695402299,2016,2906.6431992337166
669,17050,26491.64990421456,2017,2900.963601532567
670,17050,27180.64367816092,2018,2899.7586206896553
671,17050,,2019,2902.8026819923375
672,68051,12399.74958123953,2006,
673,68051,12145.981574539364,2007,2936.002093802345
674,68051,11944.63525963149,2008,2933.9082914572864
675,68051,11211.143216080402,2009,2939.804438860972
676,68051,15176.335427135678,2010,2940.963149078727
677,68051,14340.379815745393,2011,2935.9928810720266
678,68051,11944.038107202681,2012,2938.1474036850923
679,68051,21939.35720268007,2013,2942.59338358459
680,68051,21593.79671082686,2014,2943.6310720268007
681,68051,22444.37269681742,2015,2946.1360971524286
682,68051,21008.58082077052,2016,2949.825376884422
683,68051,25068.28475711893,2017,2940.467336683417
684,68051,24059.18132328308,2018,2939.607202680067
685,68051,,2019,2944.1997487437184
686,81001,14557.644322425314,2006,
687,81001,19368.863809453618,2007,3001.9385809748433
688,81001,14105.034492924528,2008,3000.677329009434
689,81001,15226.969941529089,2009,3001.6999189268868
690,81001,15010.24052918632,2010,3004.7140821540884
691,81001,16850.301985062895,2011,2999.0205999410377
692,81001,16121.94182389937,2012,2998.612495086478
693,81001,14717.756854363208,2013,3003.5821909394654
694,81001,14910.442136578045,2014,3005.3630847091194
695,81001,17796.869324882075,2015,3004.9590703616354
696,81001,15797.222963345126,2016,3005.779591686321
697,81001,16818.632861635222,2017,3000.6546899567606
698,81001,20803.060141509435,2018,3000.126363502359
699,81001,,2019,3005.0835544418237
700,81065,15624.164056674124,2006,
701,81065,16937.845893922447,2007,2994.2671746830724
702,81065,15393.9567253915,2008,2992.696192207308
703,81065,15172.313502050709,2009,2992.1708612975394
704,81065,17363.795371923938,2010,2999.0938199105144
705,81065,16351.239117263236,2011,2991.2462015287097
706,81065,17881.621108314688,2012,2990.3648163683815
707,81065,17413.67375093214,2013,2996.516871737509
708,81065,19011.005694529184,2014,2997.127540082028
709,81065,21951.08361297539,2015,2995.4656739373604
710,81065,20741.75426454139,2016,2999.1492356450412
711,81065,20915.354120059656,2017,2994.310752237136
712,81065,23626.103956935123,2018,2992.2771485831468
713,81065,,2019,2997.6094565622666
714,25053,14683.95608782435,2006,
715,25053,13841.58982035928,2007,2904.26497005988
716,25053,16466.60978043912,2008,2902.813872255489
717,25053,11587.158682634732,2009,2908.212574850299
718,25053,16007.356287425151,2010,2910.726047904192
719,25053,18331.351796407183,2011,2907.3498003992013
720,25053,12961.67365269461,2012,2906.047904191617
721,25053,53738.015968063875,2013,2908.217065868263
722,25053,52960.02340773,2014,2908.7594810379246
723,25053,48935.50099800399,2015,2911.9710578842314
724,25053,63738.33183632735,2016,2919.809381237525
725,25053,49994.01646706587,2017,2910.5918163672654
726,25053,56898.87624750499,2018,2907.9725548902193
727,25053,,2019,2910.507984031936
728,52051,17324.368872549017,2006,
729,52051,16485.218137254902,2007,2909.378676470588
730,52051,20628.17892156863,2008,2905.9803921568623
731,52051,13520.19362745098,2009,2912.8026960784314
732,52051,17792.547794117647,2010,2910.8321078431377
733,52051,20215.65318627451,2011,2908.4901960784314
734,52051,13823.720588235294,2012,2910.6629901960787
735,52051,11096.952205882351,2013,2910.844362745098
736,52051,12276.11898395722,2014,2912.481617647059
737,52051,9405.713235294117,2015,2917.919117647059
738,52051,11265.941176470587,2016,2923.0821078431377
739,52051,15885.280637254902,2017,2913.7585784313724
740,52051,11985.691176470587,2018,2914.264705882353
741,52051,,2019,2917.3492647058824
742,54051,23191.871996303144,2006,
743,54051,26107.685459026496,2007,2888.9459334565618
744,54051,17265.314232902034,2008,2884.618145409735
745,54051,19827.071626617377,2009,2890.1326247689462
746,54051,24203.834411583488,2010,2896.3334873690696
747,54051,24792.97427603204,2011,2887.979359211337
748,54051,27285.62492298213,2012,2890.5770178681455
749,54051,32067.40942698706,2013,2894.9724276032043
750,54051,36015.959838682575,2014,2897.1671287738754
751,54051,39572.874306839185,2015,2898.6561922365986
752,54051,31372.827017868145,2016,2892.87584719655
753,54051,29450.584411583488,2017,2891.2607825015402
754,54051,33379.95271102896,2018,2889.5255699322242
755,54051,,2019,2893.729821318546
756,5051,15805.449869060982,2006,
757,5051,17954.061915450806,2007,2999.095585484474
758,5051,13490.059951365509,2008,2995.9922371866815
759,5051,11526.370557426113,2009,3001.777777777778
760,5051,15537.68050879162,2010,3002.6955667789002
761,5051,15030.045735129068,2011,2998.856528245417
762,5051,17612.032734754957,2012,3001.5915637860085
763,5051,14557.25140291807,2013,3003.143191170969
764,5051,11537.995510662176,2014,3005.1889263000376
765,5051,13862.295641601197,2015,3008.8251028806585
766,5051,15298.498410026186,2016,3007.210998877665
767,5051,15103.031799476244,2017,3005.480078563412
768,5051,14768.268518518518,2018,3003.312757201646
769,5051,,2019,3007.1402918069584
770,15051,19918.322463768116,2006,
771,15051,17685.756728778466,2007,2861.4404761904766
772,15051,19847.401656314698,2008,2857.5093167701866
773,15051,15856.776397515527,2009,2865.3447204968943
774,15051,21835.22774327122,2010,2867.9761904761904
775,15051,24726.31314699793,2011,2860.8131469979294
776,15051,14591.896997929607,2012,2862.348861283644
777,15051,18300.772774327124,2013,2868.0890269151137
778,15051,16008.780350084697,2014,2868.526397515528
779,15051,22243.025879917186,2015,2871.598861283644
780,15051,22910.349378881987,2016,2869.8819875776394
781,15051,27550.939440993792,2017,2864.6092132505178
782,15051,23559.443064182196,2018,2862.1682194616974
783,15051,,2019,2865.391304347826
784,5055,31159.150932400935,2006,
785,5055,32182.200466200466,2007,2938.7878787878785
786,5055,36302.625,2008,2934.4090909090905
787,5055,25210.462121212124,2009,2942.900641025641
788,5055,32984.031468531466,2010,2944.114801864802
789,5055,39167.3851981352,2011,2939.181818181818
790,5055,24864.83945221445,2012,2946.0655594405594
791,5055,14298.790792540793,2013,2945.9816433566434
792,5055,11223.866497139225,2014,2947.238344988345
793,5055,9268.909382284382,2015,2955.197261072261
794,5055,12337.472027972028,2016,2955.2258158508157
795,5055,15883.988927738928,2017,2948.495337995338
796,5055,13578.151223776224,2018,2949.6002331002333
797,5055,,2019,2953.310314685315
798,19050,32720.470099667775,2006,
799,19050,34930.69425987449,2007,2891.4395533407164
800,19050,40679.89627168697,2008,2888.5265780730897
801,19050,33555.64811738649,2009,2894.487541528239
802,19050,39280.093946105575,2010,2893.828719084533
803,19050,43706.050664451825,2011,2891.862495385751
804,19050,25982.91805094131,2012,2893.6683277962347
805,19050,14725.615540789959,2013,2892.873938722776
806,19050,18644.138729487568,2014,2894.7514765596165
807,19050,13515.036360280546,2015,2899.6053894425986
808,19050,13805.617478774455,2016,2885.7537836840165
809,19050,25679.660668143228,2017,2896.7541528239203
810,19050,20508.06699889258,2018,2896.590439276486
811,19050,,2019,2900.194352159468
812,76054,18203.869496855346,2006,
813,76054,26025.014150943392,2007,2918.4095911949685
814,76054,27322.529088050316,2008,2915.278301886792
815,76054,20025.48742138365,2009,2923.0511006289307
816,76054,28388.5463836478,2010,2923.374213836478
817,76054,33345.68474842767,2011,2921.001572327044
818,76054,19830.384433962263,2012,2922.841981132076
819,76054,26651.235062893084,2013,2923.401729559748
820,76054,22566.1192109777,2014,2925.151729559748
821,76054,22220.158018867925,2015,2929.278301886792
822,76054,22960.283018867925,2016,2921.7539308176097
823,76054,27456.738993710693,2017,2925.98820754717
824,76054,28586.176886792455,2018,2925.4693396226417
825,76054,,2019,2928.875
826,47058,11766.372541697785,2006,
827,47058,11730.34198406771,2007,3010.009335324869
828,47058,12202.300970873786,2008,3008.209733632064
829,47058,16183.181292008963,2009,3017.341672890217
830,47058,24215.91131441374,2010,3011.426562111028
831,47058,28402.086258401792,2011,3005.56142643764
832,47058,21190.081155090866,2012,3016.5459297983566
833,47058,9172.114015434405,2013,3019.410194174757
834,47058,7288.347885124584,2014,3023.808937017675
835,47058,7058.055763007219,2015,3030.9954568085636
836,47058,7773.709609161066,2016,3026.636793627085
837,47058,9682.950273836197,2017,3023.6054891710232
838,47058,7915.438137913866,2018,3024.3499502116006
839,47058,,2019,3027.295058501369
840,13052,13903.748456790125,2006,
841,13052,13584.376899335233,2007,3007.826092117759
842,13052,12772.896248812916,2008,3005.1949192782527
843,13052,7528.2405033238365,2009,3012.0866571699903
844,13052,15771.464624881291,2010,3011.227207977208
845,13052,15333.062678062677,2011,3005.722815764482
846,13052,8238.625356125356,2012,3011.190052231719
847,13052,8049.991809116808,2013,3011.990978157645
848,13052,6435.477466977467,2014,3014.3131528964864
849,13052,4812.76400759734,2015,3018.7345679012346
850,13052,8681.265432098766,2016,3016.7308879392217
851,13052,9017.826329534662,2017,3013.255460588794
852,13052,8827.780982905982,2018,3013.0753798670466
853,13052,,2019,3017.591999050332
854,5059,19254.866412213738,2006,
855,5059,20985.865776081424,2007,2967.849872773537
856,5059,22915.12913486005,2008,2961.4083969465646
857,5059,13519.294529262086,2009,2973.5502544529263
858,5059,22157.68765903308,2010,2975.64058524173
859,5059,18407.63040712468,2011,2968.358778625954
860,5059,12335.535623409669,2012,2972.2550890585244
861,5059,14595.536259541985,2013,2976.1342239185747
862,5059,13066.906315058986,2014,2978.232824427481
863,5059,12207.247455470737,2015,2983.469465648855
864,5059,13592.848600508907,2016,3004.3422391857507
865,5059,15984.430025445292,2017,2977.25
866,5059,16295.366412213742,2018,2976.5190839694656
867,5059,,2019,2981.849236641221
868,73055,15022.81974459725,2006,
869,73055,17668.72184020956,2007,3000.2748853962016
870,73055,15659.31090373281,2008,2996.06712508186
871,73055,11474.853634577603,2009,3006.6730517354285
872,73055,13690.701702685003,2010,3003.0505893909626
873,73055,14165.866240995418,2011,2998.8015717092335
874,73055,8918.80828421742,2012,3003.9156843483956
875,73055,7475.81188605108,2013,3005.790438768828
876,73055,6242.563850687622,2014,3008.908480681074
877,73055,5079.02914210871,2015,3012.1904060248853
878,73055,7205.794040602489,2016,3025.3459397511456
879,73055,6295.770464963982,2017,3014.5571381794366
880,73055,7768.957105435494,2018,3010.085461689587
881,73055,,2019,3013.963981663392
882,20032,14476.146247240618,2006,
883,20032,14302.157615894039,2007,3012.0867549668874
884,20032,17012.286975717438,2008,3009.6471302428254
885,20032,17520.175827814568,2009,3018.778145695364
886,20032,28807.178587196468,2010,3013.7634657836643
887,20032,30153.316004415014,2011,3008.7686534216336
888,20032,28906.828256070643,2012,3018.5275938189843
889,20032,11269.80838852097,2013,3020.7307947019867
890,20032,9210.229139072848,2014,3024.6279249448125
891,20032,9495.86004415011,2015,3029.8924944812366
892,20032,10542.9,2016,3027.1016556291393
893,20032,13715.843598233996,2017,3023.275165562914
894,20032,10974.02880794702,2018,3022.5886313465785
895,20032,,2019,3026.310706401766
896,73067,22142.639518611813,2006,
897,73067,22577.495941785615,2007,2967.4135880212707
898,73067,27468.255247691017,2008,2959.200811642877
899,73067,16431.061782815563,2009,2966.7383851105515
900,73067,20592.50489784495,2010,2967.0708088441083
901,73067,21995.637419535404,2011,2961.281346207669
902,73067,12286.376504338092,2012,2967.914427651833
903,73067,8033.388189196753,2013,2970.207598656591
904,73067,7988.763376841462,2014,2971.280086761825
905,73067,3807.2864539602574,2015,2979.052057094878
906,73067,7157.989224741114,2016,2980.2320179121184
907,73067,10795.364119787295,2017,2971.682339770501
908,73067,7313.193254967814,2018,2972.074237335572
909,73067,,2019,2977.58011474951
910,27073,55864.85390295359,2006,
911,27073,59707.83887130802,2007,2949.487253867792
912,27073,58643.52733825598,2008,2947.5014064697607
913,27073,47699.23233122363,2009,2955.1397679324896
914,27073,63186.87051687764,2010,2955.7189697609006
915,27073,54949.07718002813,2011,2953.0791139240505
916,27073,60343.03182137834,2012,2955.559687060478
917,27073,66187.69444444445,2013,2955.5861462728553
